id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;type;building;streetNumber;street;town;district;state;country;postal
7208;Mittel;POINT (2607807 1127530);46.29913494302265;7.539967100518834;4G;;5; Chemin du Bisse;Veyras;; 3968; Schweiz; 3968
7210;Sehr Klein;POINT (2722445 1116914);46.192552385522205;9.024798998871647;4G;;;Ristorante Albergo Croce Federale;Bellinzona;; 6503; Schweiz; 6503
7211;Sehr Klein;POINT (2602130 1200919);46.959346141649604;7.466616518664228;4G;Hallen 3.0-3.2; 6; Mingerstrasse;Bern;; 3014; Schweiz; 3014
7212;Gross;POINT (2634285 1127703);46.29986412670303;7.8836206889747755;4G;;;Tscharreistrasse;Lalden;; 3931; Schweiz; 3931
7213;Mittel;POINT (2692818 1235398);47.26296372466389;8.66506961997106;4G;;1001; Seestrasse;Meilen;; 8706; Schweiz; 8706
7214;Mittel;POINT (2732844 1248378);47.372841300215235;9.197644250565883;4G;;9; Poststrasse;Degersheim;; 9113; Schweiz; 9113
7217;Sehr Klein;POINT (2500034 1116388);46.19151312763248;6.143739842176723;4G;;92; Rue de Carouge;Genève;; 1205; Schweiz; 1205
7218;Mittel;POINT (2688712 1279582);47.66087376187134;8.619610012981202;4G;;2; Buechbrunnenstrasse;Dachsen;; 8447; Schweiz; 8447
7219;Gross;POINT (2689527 1252533);47.417518689986856;8.625013986143498;4G;;;Brüttisellen;Brüttisellen;; 8306; Schweiz; 8306
7221;Sehr Klein;POINT (2535830 1153235);46.52732597529399;6.602280161821765;4G;;;Malley Lumières;Prilly;; 1008; Schweiz; 1008
7223;Sehr Klein;POINT (2607410 1228485);47.207262879686304;7.536433238284204;4G;;34; Hauptgasse;Solothurn;; 4502; Schweiz; 4502
7224;Mittel;POINT (2683315 1247290);47.3711821702804;8.541728744479949;4G;;;Storchen;Zürich;; 8001; Schweiz; 8001
7226;Mittel;POINT (2560610 1137110);46.38419625308805;6.926613229515813;4G;;;Route de la Jonnaire;Rennaz;; 1847; Schweiz; 1847
7227;Gross;POINT (2544660 1212830);47.06417088566974;6.710132531205644;4G;;169; La Caroline;Les Brenets;; 2416; Schweiz; 2416
7228;Mittel;POINT (2686642 1241559);47.31921210014583;8.58466445693444;4G;;135; Alte Landstrasse;Küsnacht ZH Zust;; 8700; Schweiz; 8700
7229;Gross;POINT (2747555 1255790);47.43635455766608;9.394806163743256;4G;;8; Spinnereistrasse;St. Gallen;; 9008; Schweiz; 9008
7230;Sehr Klein;POINT (2678601 1226926);47.18861337122183;8.475759079273168;4G;Landis+Gyr AG; 18; Alte Steinhauserstrasse;Cham;; 6330; Schweiz; 6330
7231;Gross;POINT (2782990 1151990);46.49420578322334;9.822506080379641;4G;;;Signal (St. Moritz);St. Moritz Dorf;; 7500; Schweiz; 7500
7232;Gross;POINT (2722491 1283381);47.689588882353284;9.070236923734194;4G;;;SwissCom;;; 78479; Deutschland;
7233;Gross;POINT (2569942 1102696);46.075110253510005;7.050139381436152;4G;;;Chemin des Nérouds;Martigny-Croix;; 1921; Schweiz; 1921
7234;Mittel;POINT (2688806 1234498);47.25542134849705;8.611887696304638;4G;;288; Seestrasse;Horgen Bahnhofstr;; 8810; Schweiz; 8810
7235;Mittel;POINT (2602559 1202411);46.97276543160766;7.47226095127762;4G;;17; Ey;Ittigen;; 3063; Schweiz; 3063
7236;Mittel;POINT (2716677 1094410);45.99117855739371;8.944503752728407;4G;Admiral; 19; Via Geretta;Lugano 2 Caselle;; 6902; Schweiz; 6902
7237;Sehr Klein;POINT (2497816 1121484);46.23701476011039;6.1138983615739075;4G;;;Aéroport international de Genève;Genève;; 1209; Schweiz; 1209
7239;Mittel;POINT (2703460 1270400);47.57614586770877;8.813764879279004;4G;;21; Wyden;Buch b. Frauenfeld;; 8524; Schweiz; 8524
7240;Mittel;POINT (2680292 1239446);47.30101215310604;8.500303763362602;4G;;9; Tobel;Stallikon;; 8143; Schweiz; 8143
7241;Sehr Klein;POINT (2720053 1100972);46.04960402391548;8.989738333414648;4G;;;Via Villa Luganese;Sonvico;; 6968; Schweiz; 6968
7242;Gross;POINT (2715216 1254621);47.43230018184515;8.965900293711604;4G;Rehaklinik Dussnang AG; 34; Kurhausstrasse;Dussnang;; 8374; Schweiz; 8374
7243;Mittel;POINT (2757753 1190341);46.84549614764325;9.507069518035575;4G;;;Garage Hoffmann;Chur;; 7007; Schweiz; 7007
7244;Mittel;POINT (2718368 1098183);46.02481792924878;8.967271467932378;4G;;2; Via Terzerina;Pregassona Dist;; 6963; Schweiz; 6963
7245;Mittel;POINT (2533626 1172061);46.69645042905793;6.57083793735935;4G;;;Chemin du Vieux Moulin;Chavornay;; 1373; Schweiz; 1373
7246;Mittel;POINT (2777767 1177251);46.72275070342306;9.764258145358168;4G;;;Alter Zügenweg;Davos Glaris;; 7277; Schweiz; 7277
7247;Mittel;POINT (2641239 1135738);46.371751983524774;7.974584120282374;4G;;;Restaurant Bergstation;Belalp;; 3914; Schweiz; 3914
7248;Gross;POINT (2625699 1166732);46.651332752881906;7.7743495576304795;4G;;;Abluftkamin Leissigtunnel A8;Leissigen;; 3706; Schweiz; 3706
7249;Gross;POINT (2526831 1151050);46.50674699486209;6.485349132855175;4G;Coop La Gottaz; 28; Avenue de la Gottaz;Morges Charpent.;; 1110; Schweiz; 1110
7250;Gross;POINT (2565846 1121470);46.24379474960405;6.995824950122997;4G;;;Bex;Les Posses-sur-Bex;; 1880; Schweiz; 1880
7251;Gross;POINT (2543048 1150281);46.501408625225345;6.69671477702905;4G;;19; Route de la Petite-Corniche;Lutry;; 1095; Schweiz; 1095
7252;Mittel;POINT (2702927 1242372);47.32418315155746;8.800217522477213;4G;;16; Eggstrasse;Wetzikon Post;; 8620; Schweiz; 8620
7253;Mittel;POINT (2704627 1254017);47.42863729256376;8.825424284573142;4G;;10; Wilastrasse;Ehrikon;; 8489; Schweiz; 8489
7255;Gross;POINT (2618477 1263279);47.51999261650548;7.6839384231831565;4G;;;St. Jakobstrasse;Pratteln 1;; 4133; Schweiz; 4133
7257;Sehr Klein;POINT (2504982 1118078);46.20743128280537;6.207478797956114;4G;Clinique de Belle-Idée; 2; Chemin du Petit-Bel-Air;Thônex;; 1226; Schweiz; 1226
7258;Mittel;POINT (2613747 1267015);47.55370884017983;7.6212541531011375;4G;Blume; 45; Hauptstrasse;Birsfelden;; 4127; Schweiz; 4127
7259;Mittel;POINT (2585418 1220720);47.13729697313598;7.246411291390615;4G;;45; Rue Centrale / Zentralstrasse;Biel/Bienne;; 2502; Schweiz; 2502
7260;Mittel;POINT (2637281 1265261);47.53702162651888;7.933757097030139;4G;;;Fluhweg;Obermumpf;; 4324; Schweiz; 4324
7261;Gross;POINT (2620480 1237323);47.28648200952951;7.7093460196984545;4G;;8; Von Roll-Strasse;Oensingen Hub;; 4702; Schweiz; 4702
7262;Mittel;POINT (2611111 1227735);47.200465385252954;7.585264648095743;4G;;18; Luzernstrasse;Derendingen;; 4552; Schweiz; 4552
7263;Mittel;POINT (2718195 1099368);46.035505871383336;8.96533567406487;4G;;15; Via San Bernardo;Canobbio;; 6952; Schweiz; 6952
7264;Mittel;POINT (2660394 1259642);47.48477058148437;8.239945607664986;4G;Baubedarf - Richner; 7; Schächlistrasse;Vogelsang AG;; 5412; Schweiz; 5412
7266;Mittel;POINT (2734000 1153942);46.52336006526447;9.18511294315639;4G;;;Passstrasse;Hinterrhein;; 7438; Schweiz; 7438
7267;Gross;POINT (2532289 1193166);46.886151254183666;6.550229117690098;4G;;1; Chemin du Moulin;Buttes;; 2115; Schweiz; 2115
7268;Mittel;POINT (2611197 1214986);47.085789215091516;7.586085233959133;4G;;6; Ersigenstrasse;Alchenflüh;; 3422; Schweiz; 3422
7269;Mittel;POINT (2685108 1246514);47.363974200545584;8.565317601506138;4G;;79; Hegibachstrasse;Zürich Neumünster;; 8032; Schweiz; 8032
7270;Sehr Klein;POINT (2554515 1145550);46.45973071200171;6.846557528685385;4G;;;Marinelli TV;Vevey Av G. Guisan;; 1800; Schweiz; 1800
7271;Sehr Klein;POINT (2561407 1142448);46.432260348595506;6.9365278946813325;4G;Palace Hôtel; 2; Rue du Panorama;Montreux 1;; 1820; Schweiz; 1820
7272;Sehr Klein;POINT (2600468 1199665);46.94806927461654;7.444779833527411;4G;;53; Marktgasse;Bern;; 3011; Schweiz; 3011
7273;Mittel;POINT (2610441 1266782);47.55167387191052;7.577327723035436;4G;;16; Paulusgasse;Basel;; 4051; Schweiz; 4051
7274;Sehr Klein;POINT (2714625 1093520);45.983525235379155;8.917809978904051;4G;Bella Vista; 72; Via Collina d'Oro;Montagnola;; 6926; Schweiz; 6926
7275;Sehr Klein;POINT (2740869 1252550);47.4086873415253;9.305180332578066;4G;;;kybunpark;St. Gallen;; 9015; Schweiz; 9015
7277;Mittel;POINT (2683041 1248980);47.38641553495573;8.538414997154053;4G;;A1L; Unterstrass;Zürich;; 8057; Schweiz; 8057
7278;Mittel;POINT (2577660 1184373);46.81013610491107;7.145941697424765;4G;;49; Route du Jura;Fribourg Pérolles;; 1700; Schweiz; 1700
7279;Mittel;POINT (2613800 1178491);46.75746121497757;7.619263040190501;4G;Halle 1; 4; Reitweg;Thun Aarestrasse;; 3600; Schweiz; 3600
7280;Sehr Klein;POINT (2680630 1248615);47.383432440199044;8.506422085658683;4G;;60; Herdernstrasse;Zürich;; 8004; Schweiz; 8004
7281;Sehr Klein;POINT (2598810 1199531);46.94686283802083;7.423001740866558;4G;Inselspital; 18; Freiburgstrasse;Bern;; 3010; Schweiz; 3010
7282;Gross;POINT (2722806 1076820);45.8318962032804;9.019011763976835;4G;;19; Via Milano;Pedrinate;; 6832; Schweiz; 6832
7283;Sehr Klein;POINT (2672894 1243941);47.34229761351826;8.403223018518917;4G;;10; Englisächerstrasse;Oberwil-Lieli;; 8966; Schweiz; 8966
7284;Gross;POINT (2663401 1212106);47.05694911692525;8.273134972767952;4G;;5; Schwimmbadstrasse;Luzern Fanghöfli;; 6014; Schweiz; 6014
7285;Gross;POINT (2578156 1185475);46.82006545076522;7.152387221593442;4G;;2; Route des Grives;Granges-Paccot;; 1763; Schweiz; 1763
7286;Gross;POINT (2602081 1128493);46.30783927156974;7.465656246967126;4G;;;Route des Téléphériques;Ollon VS;; 3971; Schweiz; 3971
7287;Mittel;POINT (2685788 1242447);47.32730991118722;8.573539807825291;4G;;16; Seestrasse;Küsnacht ZH Zust;; 8700; Schweiz; 8700
7288;Mittel;POINT (2757341 1234987);47.24704407523023;9.517177082504247;4G;;1; Heberrietstrasse;Sennwald;; 9466; Schweiz; 9466
7289;Mittel;POINT (2759621 1191803);46.85819699820034;9.53206236946586;4G;;;Stampastrasse;Haldenstein;; 7023; Schweiz; 7023
7290;Gross;POINT (2597535 1199339);46.94513211324993;7.40625557723078;4G;;37; Stöckackerstrasse;Bern Freiburgstr;; 3018; Schweiz; 3018
7292;Mittel;POINT (2751576 1159950);46.57363814402372;9.416070155571573;4G;;A13; Andeer;Andeer;; 7440; Schweiz; 7440
7293;Mittel;POINT (2597995 1225745);47.18265487883604;7.412176272759617;4G;;79; Flughafenstrasse;Grenchen Schmelzi;; 2540; Schweiz; 2540
7294;Klein;POINT (2690454 1175630);46.725736310605946;8.62192964671631;4G;;;Gurtnellen;Gurtnellen;; 6482; Schweiz; 6482
7295;Mittel;POINT (2682094 1249770);47.393638969966155;8.526019573559354;4G;;53; Röschibachstrasse;Zürich Scheffelstr;; 8037; Schweiz; 8037
7296;Mittel;POINT (2508698 1139559);46.4011592429264;6.251402401929771;4G;;;Route de Bénex-Dessus;Prangins;; 1197; Schweiz; 1197
7297;Mittel;POINT (2496324 1115493);46.18290143291375;6.095890368916497;4G;;10; Chemin de Cressy;Petit-Lancy 2;; 1213; Schweiz; 1213
7298;Gross;POINT (2691836 1191325);46.86671338772144;8.643157294092056;4G;;;Industriezone Schächenwald;Schattdorf;; 6467; Schweiz; 6467
7299;Mittel;POINT (2690312 1254737);47.43723217759429;8.635860606043108;4G;;7; Ufmattenstrasse;Bassersdorf;; 8303; Schweiz; 8303
7301;Sehr Klein;POINT (2533737 1152997);46.52498081022879;6.57503742187673;4G;;;Vortex;Chavannes-Renens;; 1022; Schweiz; 1022
7303;Sehr Klein;POINT (2612095 1268040);47.56295972386435;7.599334701255215;4G;;25; Messeplatz;Basel;; 4058; Schweiz; 4058
7305;Sehr Klein;POINT (2537737 1152701);46.52270306520777;6.62720535726685;4G;;;Centre Métropole Lausanne;Lausanne;; 1003; Schweiz; 1003
7309;Sehr Klein;POINT (2693209 1216159);47.08988005468614;8.666258305631436;4G;;;Hauptstrasse;Rothenthurm;; 6418; Schweiz; 6418
7310;Mittel;POINT (2695515 1262732);47.508395033857774;8.706535934781334;4G;;;Sportplatz Flüeli;;; 8407; Schweiz; 8407
7311;Mittel;POINT (2496337 1115612);46.183973755199496;6.096032295463872;4G;;;Stade Municipal;Petit-Lancy 2;; 1213; Schweiz; 1213
7312;Gross;POINT (2611811 1254547);47.441610581964454;7.595205170925767;4G;;;Bahnhofstrasse;Grellingen;; 4203; Schweiz; 4203
7313;Mittel;POINT (2687661 1281686);47.67993503641834;8.606037226111662;4G;;56; Zollstrasse;Neuhausen Rundbuck;; 8212; Schweiz; 8212
7314;Sehr Klein;POINT (2595933 1241924);47.32816818441924;7.384823157881839;4G;;;Transjurane;Vellerat;; 2830; Schweiz; 2830
7315;Mittel;POINT (2674180 1203378);46.9773277950279;8.413571056617737;4G;;11; Flurhofstrasse;Buochs;; 6374; Schweiz; 6374
7316;Sehr Klein;POINT (2500384 1118575);46.21123577959457;6.147806004686199;4G;Lasered; 15; Rue de Zurich;Genève;; 1201; Schweiz; 1201
7318;Gross;POINT (2739266 1238257);47.28050800215184;9.279504645268936;4G;;;Rossfall;Urnäsch;; 9107; Schweiz; 9107
7321;Sehr Klein;POINT (2662010 1203490);46.97958342743757;8.253650060759032;4G;Pilatus Kulm; 2; Chriesiloch;Kriens Zust Pakete;; 6010; Schweiz; 6010
7325;Sehr Klein;POINT (2745388 1262709);47.499047450211165;9.368345254348204;4G;;;Langenhueb;Lömmenschwil;; 9308; Schweiz; 9308
7326;Gross;POINT (2724360 1104489);46.08045486968962;9.046300929099054;4G;;;Strada ara Costa;Curtina;; 6959; Schweiz; 6959
7327;Mittel;POINT (2704489 1259203);47.475294985815175;8.824809857097142;4G;;7; Rüteren;Schlatt ZH;; 8418; Schweiz; 8418
7328;Mittel;POINT (2636870 1127268);46.29581442056835;7.917135608786428;4G;;;Eyholz;Visp Verkauf;; 3930; Schweiz; 3930
7329;Gross;POINT (2632119 1265851);47.542600203712;7.865243710811095;4G;;;Duppeliweg;Zeiningen;; 4314; Schweiz; 4314
7330;Klein;POINT (2595663 1243292);47.34047072422879;7.381237848462971;4G;;;Transjurane;Vellerat;; 2830; Schweiz; 2830
7331;Gross;POINT (2669151 1150872);46.50558857403715;8.33956060644923;4G;;413; Obergoms;Ulrichen;; 3988; Schweiz; 3988
7332;Sehr Klein;POINT (2683034 1246582);47.36485031690444;8.537877443720314;4G;;;Tonhalle Kongresshaus;Zürich PF Fil Enge;; 8002; Schweiz; 8002
7334;Sehr Klein;POINT (2588979 1223610);47.16336124048889;7.293280661480288;4G;;;Rolex SA;Biel/Bienne;; 2504; Schweiz; 2504
7335;Mittel;POINT (2610212 1267630);47.559304114940005;7.574304877880834;4G;;52; Spalenring;Basel;; 4055; Schweiz; 4055
7336;Sehr Klein;POINT (2499860 1117130);46.19816105244795;6.141327203167101;4G;;;Genève Plainpalais;Genève;; 1204; Schweiz; 1204
7338;Mittel;POINT (2567722 1190497);46.86481367565612;7.015304418460042;4G;Eglise Domdidier; 6; Route des Grandseys;Domdidier;; 1564; Schweiz; 1564
7340;Mittel;POINT (2625096 1239199);47.30319647447178;7.770467676477699;4G;;5; Schälismühlestrasse;Oberbuchsiten;; 4625; Schweiz; 4625
7342;Sehr Klein;POINT (2715380 1230580);47.21607846815073;8.96188703840581;4G;;;Infanteriebunker Linthkanal 28;Schmerikon;; 8716; Schweiz; 8716
7343;Gross;POINT (2620579 1264889);47.53441027986325;7.7119203853517035;4G;;;Augsterheglistrasse;Pratteln 1;; 4133; Schweiz; 4133
7344;Klein;POINT (2713460 1232540);47.23403722235093;8.937039351501062;4G;;A15; Hinterherrenweg;Eschenbach SG;; 8733; Schweiz; 8733
7345;Mittel;POINT (2564740 1121265);46.241893458127194;6.981501083999481;4G;;;Massongex;Massongex;; 1869; Schweiz; 1869
7346;Gross;POINT (2578296 1259184);47.48305966839671;7.150662329557476;4G;;216; Rue de la Scierie;Bonfol;; 2944; Schweiz; 2944
7347;Gross;POINT (2734755 1242918);47.32335687520717;9.221296992361552;4G;;;Hinterdorf;Schönengrund;; 9105; Schweiz; 9105
7348;Mittel;POINT (2632027 1257730);47.46956648978906;7.863438589680216;4G;;;Maloya;Gelterkinden Zust;; 4460; Schweiz; 4460
7349;Mittel;POINT (2504513 1122709);46.24901828406372;6.200454569759319;4G;;;EPI - Institut La Combe;Collonge-Bellerive;; 1245; Schweiz; 1245
7350;Mittel;POINT (2578505 1184173);46.808364974533696;7.157022026181274;4G;;;EPAI-FR;Fribourg;; 1702; Schweiz; 1702
7351;Mittel;POINT (2731133 1253569);47.419861481364855;9.176518404059756;4G;;32; Ruhbergstrasse;Flawil 1 Zust;; 9230; Schweiz; 9230
7352;Mittel;POINT (2578650 1249150);47.392825301504644;7.155840845911636;4G;;;Transjurane;Cornol;; 2952; Schweiz; 2952
7353;Mittel;POINT (2665321 1259171);47.48006385601417;8.305244154564633;4G;;;Duplex;Baden;; 5401; Schweiz; 5401
7354;Gross;POINT (2676740 1247720);47.375847840638095;8.454758583689385;4G;;;Reservoir Buechehoger;Uitikon Waldegg;; 8142; Schweiz; 8142
7355;Gross;POINT (2686067 1194400);46.89514254289155;8.568082180472382;4G;;1; Vorder Wang;Isenthal;; 6461; Schweiz; 6461
7356;Mittel;POINT (2706350 1231350);47.22451838012782;8.842880492655453;4G;;82; Schachenstrasse;Jona;; 8645; Schweiz; 8645
7358;Gross;POINT (2686096 1253439);47.426124115010005;8.579728349556802;4G;;28; Grätzlistrasse;Glattbrugg;; 8152; Schweiz; 8152
7359;Gross;POINT (2627849 1200851);46.95815618629345;7.804509642992237;4G;;723d; Vogelsang;Gohl;; 3553; Schweiz; 3553
7360;Gross;POINT (2683688 1250413);47.39922107180622;8.54725079831381;4G;;A1L; Unterstrass;Zürich;; 8057; Schweiz; 8057
7361;Gross;POINT (2586200 1218940);47.12130305701491;7.2567741740221585;4G;;;ARA Region Biel;Brügg BE;; 2555; Schweiz; 2555
7362;Mittel;POINT (2682722 1250908);47.40379479197493;8.534547314470494;4G;;118; Wehntalerstrasse;Zürich;; 8057; Schweiz; 8057
7363;Klein;POINT (2647853 1207744);47.019018414906604;8.068037171921281;4G;;1; Emmenmatt;Doppleschwand;; 6112; Schweiz; 6112
7364;Gross;POINT (2755518 1204059);46.96937736149732;9.4824629897318;4G;Rehazentrum Valens; 3; Quadernstrasse;Vasön;; 7317; Schweiz; 7317
7365;Gross;POINT (2554657 1217284);47.104994311483274;6.841280318719038;4G;;30; Rue de la Croix-Fédérale;La Cibourg;; 2300; Schweiz; 2300
7366;Mittel;POINT (2687382 1256063);47.44955254746128;8.597283846413497;4G;;21; Steinackerstrasse;Kloten Kaserne;; 8302; Schweiz; 8302
7367;Mittel;POINT (2689163 1229805);47.213166276455155;8.615673526695751;4G;;26; Schönenbergstrasse;Hirzel;; 8816; Schweiz; 8816
7368;Gross;POINT (2595506 1210846);47.04862778436272;7.379489503479419;4G;;A6; Bundkofen;Schüpfen;; 3054; Schweiz; 3054
7369;Mittel;POINT (2674531 1210033);47.03714606480164;8.419276590043438;4G;Thermoplan Hochregallager; 26; Röhrlistrasse;Weggis;; 6353; Schweiz; 6353
7370;Gross;POINT (2699479 1263045);47.5106216635256;8.759216189394396;4G;;2; Guggenbühlstrasse;Reutlingen;; 8404; Schweiz; 8404
7371;Mittel;POINT (2703685 1247151);47.36704174097063;8.811348824734502;4G;;;Pfäffikerstrasse;Hittnau;; 8335; Schweiz; 8335
7372;Gross;POINT (2699426 1260715);47.48967689346912;8.757992662435944;4G;;166; Seenerstrasse;Reutlingen;; 8404; Schweiz; 8404
7373;Klein;POINT (2579188 1079750);45.86905276181955;7.170662780975426;4G;Hôtel de l'Hospice; 21; Bourg-Saint-Pierre;Bourg-St-Pierre;; 1946; Schweiz; 1946
7374;Gross;POINT (2571422 1165711);46.6420254618524;7.065381022791527;4G;;21; Route de Corbières;Riaz;; 1632; Schweiz; 1632
7375;Mittel;POINT (2504312 1121656);46.23951848314284;6.19806482177709;4G;;43; Chemin du Vieux Vésenaz;Vandoeuvres;; 1253; Schweiz; 1253
7376;Klein;POINT (2689794 1283716);47.69790035825955;8.634851031751172;4G;;6; Walther-Bringolf-Platz;Schaffhausen 1;; 8200; Schweiz; 8200
7377;Sehr Klein;POINT (2613638 1265618);47.5411468707125;7.619763411830955;4G;;;St. Jakob-Park;;; 4023; Schweiz; 4023
7378;Mittel;POINT (2700777 1247528);47.37088326033836;8.772941166255169;4G;;7; Witzbergstrasse;Pfäffikon Bhfstr;; 8330; Schweiz; 8330
7379;Gross;POINT (2591847 1192161);46.88051829241393;7.331675425697397;4G;;;Geretsried;Ueberstorf;; 3182; Schweiz; 3182
7380;Mittel;POINT (2621334 1260177);47.49200748845524;7.72172185085488;4G;;;Industriestrasse;Liestal Zustellung;; 4410; Schweiz; 4410
7381;Gross;POINT (2611649 1256201);47.45648958290307;7.5931004341609105;4G;;;Burgweg;Pfeffingen;; 4148; Schweiz; 4148
7382;Mittel;POINT (2535505 1167869);46.65892810711738;6.595992463114465;4G;;3; Chemin de la Turbine;Goumoens-le-Jux;; 1376; Schweiz; 1376
7383;Klein;POINT (2705295 1114377);46.17263469039603;8.802114728821916;4G;;;Locarno FART;Muralto;; 6602; Schweiz; 6602
7384;Mittel;POINT (2530703 1175768);46.72949665897405;6.53206388403312;4G;;5; Avenue de Thienne;Orbe Distribution;; 1350; Schweiz; 1350
7385;Mittel;POINT (2642385 1246873);47.37133444820871;7.999797009079472;4G;;1a; Parkstrasse;Schönenwerd Bhfstr;; 5012; Schweiz; 5012
7386;Mittel;POINT (2715170 1157380);46.55778704849639;8.940616691736238;4G;;;Via Greina;Ghirone;; 6720; Schweiz; 6720
7387;Mittel;POINT (2497632 1119692);46.22086892531414;6.1119067662119715;4G;;15; Rue de la Croix-du-Levant;Les Avanchets;; 1220; Schweiz; 1220
7388;Gross;POINT (2538228 1151728);46.51399639343762;6.633734130713018;4G;;;Lausanne Montchoisi / Closelet;Lausanne;; 1006; Schweiz; 1006
7389;Mittel;POINT (2684562 1250979);47.4041996246307;8.55893426549531;4G;;122; Schwamendingenstrasse;Zürich;; 8051; Schweiz; 8051
7390;Mittel;POINT (2697305 1236746);47.27444068154578;8.724639731665919;4G;;15; Eichbüelstrasse;Oetwil am See;; 8618; Schweiz; 8618
7391;Gross;POINT (2694885 1254020);47.43014081340645;8.696320873824806;4G;;1; Im Wattbuck;Effretikon Zust;; 8307; Schweiz; 8307
7392;Mittel;POINT (2594138 1221470);47.14417884561303;7.36134707050592;4G;;16; Riesenmattstrasse;Büren a.A. Zust;; 3294; Schweiz; 3294
7393;Gross;POINT (2611180 1181730);46.78664615637842;7.5850487957042105;4G;;;Stegmattstrasse;Uttigen;; 3628; Schweiz; 3628
7394;Mittel;POINT (2521270 1151096);46.50652881790636;6.4128970993038426;4G;;;Déchèterie de Lavigny;Lavigny;; 1175; Schweiz; 1175
7395;Gross;POINT (2528888 1155762);46.54935332164769;6.5114197368416145;4G;;;Route de Morges;Romanel-sur-Morges;; 1122; Schweiz; 1122
7396;Mittel;POINT (2602495 1200823);46.958481373981414;7.4714114283019954;4G;;;Post Logistikzentrum;Bern;; 3006; Schweiz; 3006
7397;Gross;POINT (2651377 1222615);47.15251364803397;8.116073418942257;4G;;1; Neuweidstrasse;Oberkirch LU;; 6208; Schweiz; 6208
7398;Mittel;POINT (2501027 1117911);46.20535849286609;6.156277438599725;4G;;11; Quai Gustave-Ador;Genève;; 1207; Schweiz; 1207
7399;Gross;POINT (2687066 1228857);47.20491983400811;8.587811661774207;4G;;20.1; Sihlbruggstrasse;Neuheim;; 6345; Schweiz; 6345
7400;Gross;POINT (2759325 1190705);46.84839462022611;9.527798753492492;4G;Emporio italiano; 10; Sägenstrasse;Chur Kaserne;; 7000; Schweiz; 7000
7402;Mittel;POINT (2597722 1226765);47.19182858122834;7.408569252660398;4G;;1a; Schlettstadtstrasse;Grenchen Schmelzi;; 2540; Schweiz; 2540
7403;Sehr Klein;POINT (2687100 1221370);47.13757883263867;8.586814507762321;4G;;10; Seestrasse;Neuägeri;; 6314; Schweiz; 6314
7404;Sehr Klein;POINT (2668574 1217858);47.108169707814895;8.342089337508245;4G;;22; Schiltwaldstrasse;Buchrain Schiltw.;; 6033; Schweiz; 6033
7405;Gross;POINT (2698500 1244644);47.345291619635994;8.742164333317936;4G;PMA AG; 90; Aathalstrasse;Uster 1;; 8610; Schweiz; 8610
7406;Sehr Klein;POINT (2531672 1155622);46.548384694223664;6.54773751161486;4G;;8; Chemin de Mochettaz;Bussigny Dist;; 1030; Schweiz; 1030
7408;Mittel;POINT (2621183 1261344);47.5025081777692;7.719773462264527;4G;;16; Bahnhofstrasse;Frenkendorf;; 4402; Schweiz; 4402
7410;Gross;POINT (2531772 1154124);46.53492039359921;6.549263048868023;4G;;;Goutte Récupération S.A;Denges;; 1026; Schweiz; 1026
7411;Mittel;POINT (2583500 1223514);47.162383069924736;7.221025946875077;4G;;6; L'Echelette;Orvin;; 2534; Schweiz; 2534
7412;Mittel;POINT (2623052 1216146);47.09591782944248;7.742263582289931;4G;;2c; Schmidigen;Schmidigen-Mühlew;; 3464; Schweiz; 3464
7413;Mittel;POINT (2617403 1234516);47.26132254306078;7.668563872474171;4G;Korff AG; 35a; Niedermattstrasse;Oberbipp;; 4538; Schweiz; 4538
7414;Gross;POINT (2681640 1257232);47.460803039195895;8.521370460138165;4G;;;Riedmattstrasse;Rümlang;; 8153; Schweiz; 8153
7415;Gross;POINT (2612973 1264548);47.53153695403386;7.610899774142363;4G;;15; Genuastrasse;;; 4023; Schweiz; 4023
7416;Mittel;POINT (2571237 1202011);46.96854526628666;7.060673481284164;4G;;;Route de la Sauge;Cudrefin;; 1588; Schweiz; 1588
7417;Mittel;POINT (2574052 1205258);46.997868540049836;7.09747716548906;4G;;11; Witzwilstrasse;Ins;; 3232; Schweiz; 3232
7418;Mittel;POINT (2538140 1154270);46.536853847255806;6.6322464813678845;4G;;13; Chemin d'Entre-Bois;Lausanne;; 1018; Schweiz; 1018
7419;Mittel;POINT (2715258 1257799);47.460870478144464;8.967277620503008;4G;;;InnoPlastics;Wallenwil;; 8360; Schweiz; 8360
7420;Mittel;POINT (2753584 1260250);47.475074645094026;9.476234648913664;4G;;6; Florastrasse;Goldach;; 9403; Schweiz; 9403
7421;Mittel;POINT (2688652 1165537);46.635196601246804;8.596411877995097;4G;;43; Gotthardstrasse;Andermatt;; 6490; Schweiz; 6490
7422;Klein;POINT (2728331 1220820);47.12592158363244;9.13003947715135;4G;Zentrale Weisswand; 12; Seeweg;Filzbach;; 8757; Schweiz; 8757
7423;Gross;POINT (2556363 1165454);46.63889722305969;6.868725839405426;4G;;;Chemin des Moneresses;Prez-vers-Siviriez;; 1677; Schweiz; 1677
7424;Gross;POINT (2541526 1180862);46.77635617641972;6.672993503389836;4G;;7; Chemin En Crochet;Yverdon Dist;; 1400; Schweiz; 1400
7425;Gross;POINT (2584379 1226317);47.18761672253713;7.232520551167058;4G;;6; La Heutte;La Heutte;; 2604; Schweiz; 2604
