id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;type;building;streetNumber;street;town;district;state;country;postal
196;Sehr Klein;POINT (2674430 1246225);47.362667426636676;8.423926042476536;4G;;"A3;A4"; Birmensdorf (ZH);Birmensdorf Zust;; 8903; Schweiz; 8903
198;Sehr Klein;POINT (2497540 1121036);46.232943268113935;6.110419346042194;4G;;;Aéroport international de Genève;Genève;; 1209; Schweiz; 1209
200;Sehr Klein;POINT (2538203 1152601);46.521846825274146;6.633291415825813;4G;;22; Place de la Palud;Lausanne;; 1003; Schweiz; 1003
201;Klein;POINT (2605600 1227080);47.19464297138691;7.512525617304161;4G;;A5; Lüsslingen;Lüsslingen;; 4574; Schweiz; 4574
202;Sehr Klein;POINT (2622761 1265051);47.53579546817299;7.740906332259941;4G;;204; Wurmisweg;Kaiseraugst Lieb.;; 4303; Schweiz; 4303
203;Gross;POINT (2492559 1116162);46.188327566835305;6.04698425693223;4G;;;Route d'Aire-la-Ville;Aire-la-Ville;; 1288; Schweiz; 1288
204;Mittel;POINT (2499512 1118487);46.210314470440736;6.136527507700892;4G;;;Mini marché Nila;Genève;; 1211; Schweiz; 1211
205;Mittel;POINT (2629683 1267953);47.56161921728153;7.833028119079839;4G;;;Möhlin Bahnhof;Möhlin Zustellung;; 4313; Schweiz; 4313
206;Mittel;POINT (2586079 1219812);47.1291440006177;7.255152620688244;4G;;64; Route de Brügg / Brüggstrasse;Biel/Bienne;; 2503; Schweiz; 2503
207;Mittel;POINT (2609429 1254508);47.441298022610916;7.563625607535563;4G;;;Eggfluetunnel;Nenzlingen;; 4224; Schweiz; 4224
208;Mittel;POINT (2683133 1253148);47.423887940210996;8.540408278250815;4G;;422; Birchstrasse;Zürich;; 8052; Schweiz; 8052
209;Mittel;POINT (2537724 1181261);46.779599903025975;6.62316027939167;4G;;20; Chaussée de Treycovagnes;Yverdon Dist;; 1400; Schweiz; 1400
210;Gross;POINT (2708885 1268821);47.56106973389598;8.885468520604096;4G;;;Coiffeur zum Hochhus;Frauenfeld 1 Zust;; 8500; Schweiz; 8500
211;Mittel;POINT (2634451 1244567);47.35105604315783;7.894577293857003;4G;;1; Bannstrasse;;; 4603; Schweiz; 4603
212;Gross;POINT (2709337 1196999);46.91509713507099;8.874015213764293;4G;;;Glattalp;Urnerboden;; 8751; Schweiz; 8751
213;Gross;POINT (2646096 1255546);47.44908948148952;8.049822033109505;4G;;;Ringstrasse;Asp;; 5025; Schweiz; 5025
214;Mittel;POINT (2596230 1200110);46.95206111896198;7.389108323968352;4G;;15; Melchiorstrasse;Bern;; 3027; Schweiz; 3027
215;Gross;POINT (2755369 1247870);47.363346490073496;9.495599672288112;4G;;;Schwendi Rietli;Gais;; 9056; Schweiz; 9056
216;Mittel;POINT (2675342 1259623);47.48305726924379;8.43825683099977;4G;Schule - Stiftung Schloss Regensberg; 22; Oberburg;Regensberg;; 8158; Schweiz; 8158
217;Gross;POINT (2612827 1259043);47.48202864033605;7.608803157447938;4G;;30; Weidenstrasse;Dornach;; 4143; Schweiz; 4143
218;Mittel;POINT (2679218 1256976);47.45879687323763;8.489207241985483;4G;Wanner AG; 10; Buchenhagstrasse;Oberhasli;; 8156; Schweiz; 8156
219;Gross;POINT (2576741 1234082);47.25723398548606;7.13134080230879;4G;;15; Route de Bellelay;Le Prédame;; 2714; Schweiz; 2714
220;Mittel;POINT (2705240 1231327);47.224489286717784;8.828221681526838;4G;;84; Rietstrasse;Jona;; 8645; Schweiz; 8645
221;Mittel;POINT (2611907 1267003);47.55363668097471;7.596809010624455;4G;;13; Beim Goldenen Löwen;Basel;; 4052; Schweiz; 4052
222;Gross;POINT (2687258 1251467);47.408236602950666;8.594742057984014;4G;Glattzentrum; 99; Neue Winterthurerstrasse;Glattzentrum;; 8301; Schweiz; 8301
223;Gross;POINT (2608549 1125600);46.281764462368706;7.549562010727358;4G;;210.1; Chippis;Corin-de-la-Crête;; 3960; Schweiz; 3960
224;Mittel;POINT (2610769 1264173);47.528203896462394;7.581622321949915;4G;Kantonsspital Bruderholz; 1; Gemeindeholzweg;Bruderholz;; 4101; Schweiz; 4101
225;Mittel;POINT (2686005 1243516);47.33689561762474;8.576615237987419;4G;;101; Alte Landstrasse;Zollikon Dorf;; 8702; Schweiz; 8702
226;Gross;POINT (2578255 1245917);47.36373411513276;7.15076681496183;4G;;;Route de la Croix;St-Ursanne;; 2882; Schweiz; 2882
227;Mittel;POINT (2674813 1234348);47.25580572927985;8.42701559377935;4G;;;Maschwanderstrasse;Obfelden;; 8912; Schweiz; 8912
228;Mittel;POINT (2687573 1252806);47.42023662825766;8.59917738770244;4G;;96; Alte Winterthurerstrasse;Wallisellen RPZ;; 8304; Schweiz; 8304
229;Klein;POINT (2688866 1212765);47.05995148464434;8.608400287917615;4G;;;Grümpelweg;Steinen Zustellung;; 6422; Schweiz; 6422
230;Mittel;POINT (2682187 1246213);47.36163791296462;8.526598089066235;4G;;5; Waffenplatzstrasse;Zürich PF Fil Enge;; 8002; Schweiz; 8002
231;Klein;POINT (2729350 1220140);47.119608143977096;9.143271033240495;4G;;A3; Dörfli;Mühlehorn;; 8874; Schweiz; 8874
232;Sehr Klein;POINT (2506448 1135734);46.36644458502258;6.2229210834166535;4G;;;Route Suisse;Crans VD;; 1299; Schweiz; 1299
233;Gross;POINT (2673765 1200426);46.950822373913965;8.40763830705141;4G;;;Kreuzlisteistrasse;Buochs;; 6374; Schweiz; 6374
234;Sehr Klein;POINT (2605665 1227080);47.19464242427624;7.513383356094404;4G;;A5; Lüsslingen;Lüsslingen;; 4574; Schweiz; 4574
235;Gross;POINT (2564910 1207352);47.01628205795904;6.977121669261277;4G;;;Les Perreines;Hauterive NE;; 2068; Schweiz; 2068
236;Mittel;POINT (2755282 1210048);47.02328601361615;9.481411967621344;4G;;A13; St. Leonhard;Bad Ragaz Zust;; 7310; Schweiz; 7310
237;Mittel;POINT (2610796 1267241);47.55579628062791;7.582054880846861;4G;;21; Schützengraben;Basel;; 4051; Schweiz; 4051
238;Gross;POINT (2747573 1255197);47.43101869303635;9.394848690650573;4G;Silberturm; 150; Rorschacher Strasse;St. Gallen Kaserne;; 9000; Schweiz; 9000
239;Klein;POINT (2690770 1195690);46.906119555741384;8.630046974562264;4G;;A4; Giebel;Flüelen;; 6454; Schweiz; 6454
240;Mittel;POINT (2612226 1181058);46.780582982087054;7.598729330120234;4G;ARA Thun; 221.1; Allmend;Heimberg;; 3627; Schweiz; 3627
241;Gross;POINT (2715380 1091360);45.96397011634401;8.927021651956847;4G;;A2; Ciona;Carabbia;; 6913; Schweiz; 6913
243;Klein;POINT (2665510 1209150);47.03015641962879;8.300464923828946;4G;;44; Freigleis;Kriens;; 6011; Schweiz; 6011
244;Sehr Klein;POINT (2680860 1248390);47.38138073804045;8.509426981114139;4G;Hardau II; 77; Bullingerstrasse;Zürich;; 8004; Schweiz; 8004
246;Mittel;POINT (2535116 1163945);46.62359395025023;6.591465029458209;4G;;;Bioley-Orjulaz;Assens;; 1042; Schweiz; 1042
247;Gross;POINT (2745635 1253093);47.41253258694196;9.368483075360796;4G;Gewerbliches Berufs- und Weiterbildungszentrum (GBS SG); 115; Demutstrasse;St. Gallen;; 9012; Schweiz; 9012
248;Sehr Klein;POINT (2683507 1251618);47.41008094506585;8.545078447940599;4G;;10; Querstrasse;Zürich Postauto;; 8050; Schweiz; 8050
249;Gross;POINT (2540680 1154300);46.53735415516165;6.665351301034019;4G;;2; Chemin de Praz-Séchaud;Lausanne;; 1010; Schweiz; 1010
250;Sehr Klein;POINT (2715745 1098490);46.028033711769005;8.933481395790556;4G;;;Porza;Porza;; 6948; Schweiz; 6948
251;Sehr Klein;POINT (2704733 1114906);46.177480270913314;8.794957227513708;4G;;8; Galleria Mappo Morettina;Brione s. Minusio;; 6645; Schweiz; 6645
252;Mittel;POINT (2783449 1186690);46.806079514112696;9.842329460492156;4G;Krawattenhaus; 13; Bündastrasse;Davos Dorf;; 7260; Schweiz; 7260
254;Mittel;POINT (2657526 1249538);47.394155812227346;8.200593485586161;4G;;;Gexistrasse;Othmarsingen;; 5504; Schweiz; 5504
255;Gross;POINT (2679118 1242410);47.32781104024743;8.485304861749091;4G;;;Pfadiheim Pfadi Albis & Felsenegg;Stallikon;; 8143; Schweiz; 8143
256;Klein;POINT (2593150 1231885);47.237849122613596;7.348161629732306;4G;;;Transjurane;Court;; 2738; Schweiz; 2738
257;Gross;POINT (2607381 1197421);46.92784394706637;7.5355486110984256;4G;;;Worbstrasse;Vielbringen Worb;; 3075; Schweiz; 3075
258;Gross;POINT (2501200 1115840);46.18675654929243;6.1589568320861545;4G;;;Cité Universitaire;Genève;; 1206; Schweiz; 1206
259;Klein;POINT (2716971 1101156);46.05180001188487;8.949974447706936;4G;;;Carnago;Origlio;; 6945; Schweiz; 6945
260;Mittel;POINT (2651540 1250467);47.40300646076863;8.12141630127425;4G;;18; Suhrhardweg;Rupperswil;; 5102; Schweiz; 5102
261;Mittel;POINT (2665154 1211675);47.05290255004123;8.296144739532092;4G;;24; Baselstrasse;Luzern PF Fil;; 6000; Schweiz; 6000
262;Mittel;POINT (2502494 1113985);46.17026078955079;6.176101401607485;4G;;4; Chemin de la Salésienne;Veyrier;; 1255; Schweiz; 1255
263;Gross;POINT (2754412 1226857);47.17463366708417;9.475712867394423;4G;;9.1; Bahnhof;Buchs SG 1 Zust;; 9470; Schweiz; 9470
264;Mittel;POINT (2558861 1203882);46.98472129420688;6.897881869833934;4G;;11; Rue des Noyers;Neuchâtel 2 Dist;; 2000; Schweiz; 2000
267;Gross;POINT (2652698 1259376);47.4830398113227;8.13780752581866;4G;;;K 457;;; 5224; Schweiz; 5224
268;Sehr Klein;POINT (2500625 1118802);46.213313181576865;6.150880012569812;4G;;15; Rue Jean-Jaquet;Genève;; 1201; Schweiz; 1201
270;Sehr Klein;POINT (2600490 1199580);46.94730467110003;7.44506873383816;4G;;;Schweizerische Nationalbank;Bern;; 3011; Schweiz; 3011
271;Sehr Klein;POINT (2716120 1091090);45.961415096327;8.936498671044363;4G;;A2; Ciona;Carabbia;; 6913; Schweiz; 6913
272;Gross;POINT (2716156 1095748);46.00330204578369;8.93811130530336;4G;;;Via Moncucchetto;Lugano;; 6903; Schweiz; 6903
273;Mittel;POINT (2508420 1139562);46.401148271355105;6.2477874079368565;4G;;16a; Chemin des Jaquines;Prangins;; 1197; Schweiz; 1197
274;Sehr Klein;POINT (2610939 1267351);47.55678323541694;7.583957435114747;4G;;;Four Elements;Basel;; 4051; Schweiz; 4051
275;Sehr Klein;POINT (2534640 1153830);46.53256265963483;6.58668714836522;4G;;;OBI;Renens VD Village;; 1020; Schweiz; 1020
276;Mittel;POINT (2722459 1118057);46.20282971716598;9.025279735323696;4G;;;Via Gesero;Bellinzona;; 6503; Schweiz; 6503
277;Mittel;POINT (2612722 1265088);47.53639847432319;7.607581940686692;4G;;;Hofweglein;;; 4023; Schweiz; 4023
278;Mittel;POINT (2651067 1240134);47.310108563684274;8.113972955700275;4G;;;Bezirksgericht Kulm;Unterkulm;; 5726; Schweiz; 5726
279;Sehr Klein;POINT (2572334 1169328);46.67460042662987;7.077074040880851;4G;;;Tunnel de Gumefens;Gumefens;; 1643; Schweiz; 1643
280;Gross;POINT (2675910 1239329);47.300478536644086;8.44234858919803;4G;;8; Maienbrunnenstrasse;Hedingen;; 8908; Schweiz; 8908
281;Gross;POINT (2621282 1261210);47.50129981473277;7.721081040928151;4G;;6; Parkstrasse;Frenkendorf;; 4402; Schweiz; 4402
282;Mittel;POINT (2683318 1247048);47.369005393273184;8.541723421508454;4G;;;Fraumünsterpost;Zürich;; 8001; Schweiz; 8001
283;Mittel;POINT (2694355 1234726);47.25670228583973;8.685234184177387;4G;Tecan Schweiz AG; 103; Seestrasse;Männedorf Zust;; 8708; Schweiz; 8708
284;Gross;POINT (2558525 1167950);46.66148761028086;6.896735568801719;4G;;;Route de la Chapelle;Chavannes-Forts;; 1676; Schweiz; 1676
285;Mittel;POINT (2731837 1265914);47.530723605439924;9.189496258614211;4G;;;Kradolferstrasse;Götighofen;; 8583; Schweiz; 8583
286;Mittel;POINT (2689174 1229758);47.21274209069613;8.615809409248078;4G;;26; Schönenbergstrasse;Hirzel;; 8816; Schweiz; 8816
287;Gross;POINT (2573318 1146348);46.46792451800528;7.091267852041679;4G;;;Route des Chevallets;Rossinière;; 1658; Schweiz; 1658
288;Gross;POINT (2697700 1261270);47.4949265930409;8.73521478506789;4G;;7; Obermühlestrasse;Winterthur Kaserne;; 8400; Schweiz; 8400
289;Gross;POINT (2675649 1225599);47.17702263408562;8.436589431136712;4G;;;Reservoir;Hünenberg Bösch;; 6331; Schweiz; 6331
290;Gross;POINT (2554603 1173135);46.70787210781217;6.844979807840857;4G;;;Route des Berges;Lucens;; 1522; Schweiz; 1522
291;Gross;POINT (2638685 1127975);46.30207228630514;7.94074836250026;4G;;A9; Gamsen;Birgisch;; 3903; Schweiz; 3903
292;Gross;POINT (2654949 1229919);47.21792146701736;8.16406024936736;4G;;;Schützenhausstrasse;Rickenbach LU;; 6221; Schweiz; 6221
293;Gross;POINT (2780856 1148189);46.4606086506919;9.7932366526631;4G;;22; Via dal Güglia;Silvaplana-Surlej;; 7513; Schweiz; 7513
294;Gross;POINT (2596468 1249005);47.39185994779686;7.391843645898353;4G;;;Soyhières;Soyhières;; 2805; Schweiz; 2805
295;Gross;POINT (2719925 1113889);46.16579963969025;8.991387935542294;4G;;;Polizia Cantonale;Camorino;; 6528; Schweiz; 6528
296;Gross;POINT (2627373 1257595);47.468562127464224;7.801699258407256;4G;;;Chienbergtunnel;Sissach Postgasse;; 4450; Schweiz; 4450
297;Mittel;POINT (2681436 1247813);47.376120606976144;8.51694880840608;4G;;86; Sihlfeldstrasse;Zürich;; 8004; Schweiz; 8004
299;Gross;POINT (2669743 1202084);46.966169829056035;8.355062978532246;4G;;;Rotzlochstrasse;Stans Kaserne;; 6370; Schweiz; 6370
300;Sehr Klein;POINT (2500140 1116790);46.1951446155906;6.14502668453122;4G;;15; Boulevard du Pont-d'Arve;Genève;; 1205; Schweiz; 1205
301;Mittel;POINT (2499927 1118102);46.20691355459994;6.141986637428933;4G;;29; Rue de Coutance;Genève;; 1201; Schweiz; 1201
303;Gross;POINT (2500116 1118525);46.210746286780854;6.1443445505824785;4G;;;Hôtel Warwick;Genève;; 1201; Schweiz; 1201
304;Gross;POINT (2724831 1269158);47.56126160200829;9.09739180836523;4G;;;Industriestrasse;Weinfelden Zust;; 8570; Schweiz; 8570
306;Sehr Klein;POINT (2681545 1249545);47.391683657802226;8.518707573547188;4G;Kaimug; 11; Hardturmstrasse;Zürich;; 8005; Schweiz; 8005
307;Mittel;POINT (2627074 1167042);46.65406710538161;7.79232947976164;4G;;390; Stoffelberg;Leissigen;; 3706; Schweiz; 3706
308;Klein;POINT (2644800 1128010);46.30200763385722;8.020117528540625;4G;;9S; Ried-Brig;Ried-Brig;; 3911; Schweiz; 3911
309;Gross;POINT (2752230 1212435);47.045457924852066;9.442081412949944;4G;Kino Kiwi Castels; 3; Pizolstrasse;Sargans;; 7320; Schweiz; 7320
310;Gross;POINT (2567739 1259914);47.489190412198994;7.010545364272224;4G;;;Impasse des Tilleuls;Boncourt;; 2926; Schweiz; 2926
311;Mittel;POINT (2505169 1139219);46.39761073607943;6.205590268957464;4G;Signy Centre; 7; Rue des Fléchères;Signy;; 1274; Schweiz; 1274
312;Sehr Klein;POINT (2499911 1126321);46.28083599078622;6.140014266381427;4G;;126; Route de l'Etraz;Versoix;; 1290; Schweiz; 1290
313;Mittel;POINT (2611021 1266223);47.54663695808669;7.585019087776481;4G;;85; Güterstrasse;Basel SPS;; 4002; Schweiz; 4002
314;Mittel;POINT (2638191 1106748);46.111154986593625;7.932604093643237;4G;;;Saas-Fee Parkhaus Dorf;Saas-Fee;; 3906; Schweiz; 3906
315;Sehr Klein;POINT (2559521 1142185);46.42978304000052;6.912013869407556;4G;Casino Barrière de Montreux; 9; Rue du Théâtre;Montreux 1;; 1820; Schweiz; 1820
318;Gross;POINT (2588889 1244529);47.351516523823996;7.291572874309288;4G;;;Transjurane;Develier PostAuto;; 2802; Schweiz; 2802
319;Gross;POINT (2787271 1192819);46.86012073270771;9.894889792150414;4G;;;Zwergenweg;Klosters;; 7250; Schweiz; 7250
320;Gross;POINT (2571680 1123040);46.25818942952136;7.071368182400968;4G;;65; Route des Plans;Les Posses-sur-Bex;; 1880; Schweiz; 1880
321;Mittel;POINT (2654888 1256781);47.459522372201945;8.166543059314268;4G;Golf Schinznach Bad; 61; Badstrasse;Schinznach Bad;; 5116; Schweiz; 5116
322;Gross;POINT (2668826 1215385);47.08590063409133;8.345032881087983;4G;;13; Bahnhofstrasse;Ebikon Mall Switz.;; 6030; Schweiz; 6030
323;Gross;POINT (2663764 1259516);47.48331935880657;8.28463821367813;4G;;171; Bruggerstrasse;Baden 1 PAD;; 5400; Schweiz; 5400
324;Mittel;POINT (2663927 1213556);47.06994057554626;8.280262459001195;4G;;3; Spinnereistrasse;Emmenbrücke Bahnh.;; 6020; Schweiz; 6020
325;Sehr Klein;POINT (2765184 1204850);46.97415440853506;9.60971908171989;4G;;;Chlustunnel;Seewis Dorf;; 7212; Schweiz; 7212
326;Gross;POINT (2573040 1176923);46.74294933586952;7.085852715198634;4G;;;Corpataux-Magnedens;Corpataux;; 1727; Schweiz; 1727
327;Klein;POINT (2659580 1189320);46.85234992113471;8.219860500639308;4G;;A8; Ewil;Sachseln;; 6072; Schweiz; 6072
328;Mittel;POINT (2677458 1221206);47.13730249600197;8.4596971087974;4G;;;Rischerstrasse;Buonas;; 6343; Schweiz; 6343
329;Mittel;POINT (2553843 1146268);46.46614331320007;6.837738622747601;4G;;50; Avenue du Général-Guisan;Vevey Av G. Guisan;; 1800; Schweiz; 1800
330;Sehr Klein;POINT (2738383 1249897);47.385359563868626;9.271431090160837;4G;;961; Degersheimerstrasse;Herisau;; 9102; Schweiz; 9102
331;Sehr Klein;POINT (2622813 1265309);47.5381140468472;7.741610127038581;4G;;211; Hirsrütiweg;Kaiseraugst Lieb.;; 4303; Schweiz; 4303
333;Gross;POINT (2551897 1153284);46.52911725799172;6.811673864045228;4G;;;La Solitude;Les Thioleyres;; 1607; Schweiz; 1607
335;Sehr Klein;POINT (2681910 1245905);47.35890241727299;8.522875362967497;4G;;;Sihlcity;Zürich Sihlcity;; 8045; Schweiz; 8045
336;Mittel;POINT (2736090 1254251);47.424987592717585;9.242398082768451;4G;;6; Langfeldstrasse;Gossau SG Mettend.;; 9200; Schweiz; 9200
337;Gross;POINT (2742657 1252404);47.4069895452704;9.328816118683754;4G;;;Stationsweg;St. Gallen 14 Zust;; 9014; Schweiz; 9014
338;Gross;POINT (2742666 1248124);47.36850355402977;9.32757006665559;4G;;;Hagtobel;Stein AR;; 9063; Schweiz; 9063
339;Gross;POINT (2685238 1225929);47.17882428349717;8.563133468503874;4G;;;Hauptstrasse;Menzingen;; 6313; Schweiz; 6313
340;Gross;POINT (2553607 1160265);46.592034527558056;6.8332571464292675;4G;;;Chemin du Château de Colon;Chapelle (Glâne);; 1608; Schweiz; 1608
341;Mittel;POINT (2636030 1166735);46.65088294238865;7.909303237209072;4G;;;Schynige Platte;Gsteigwiler;; 3814; Schweiz; 3814
342;Gross;POINT (2731887 1253589);47.419890667171366;9.186513697807209;4G;;15; Mattenweg;Flawil 1 Zust;; 9230; Schweiz; 9230
343;Mittel;POINT (2803120 1141020);46.389774732039136;10.07974773619955;4G;Sfazù; 2073; Via dal Bernina;La Rösa;; 7742; Schweiz; 7742
344;Sehr Klein;POINT (2600925 1202442);46.973048394035494;7.450787916412642;4G;;;Tiefenaustrasse;Bern;; 3004; Schweiz; 3004
345;Gross;POINT (2696157 1191810);46.87046486343163;8.699924360856688;4G;;;Bergstation Luftseilbahn Witerschwanden–Eggenbergli;Spiringen;; 6464; Schweiz; 6464
346;Gross;POINT (2737644 1226074);47.171296212215;9.254345470905202;4G;;;Wildmannli Hütte;Stein SG;; 9655; Schweiz; 9655
347;Mittel;POINT (2686142 1252086);47.41395033058016;8.580077104288351;4G;KF; 11; Hertistrasse;Zürich;; 8051; Schweiz; 8051
348;Gross;POINT (2664083 1271751);47.593320679044155;8.29063241421844;4G;;10; Salzstrasse;Bad Zurzach;; 5330; Schweiz; 5330
349;Sehr Klein;POINT (2743533 1264145);47.512366569943005;9.344196683432914;4G;;;Usserstadelstrasse;Muolen;; 9313; Schweiz; 9313
350;Gross;POINT (2558666 1137080);46.383809153964656;6.901346699092521;4G;;;Route des Saviez;Noville;; 1845; Schweiz; 1845
353;Gross;POINT (2532728 1157575);46.56605918550966;6.561219852251264;4G;;;L'Hôpital;Villars-Ste-Croix;; 1029; Schweiz; 1029
355;Sehr Klein;POINT (2683211 1246878);47.367490036999214;8.540275373572468;4G;;;Schweizerische Nationalbank;Zürich;; 8001; Schweiz; 8001
356;Mittel;POINT (2682685 1225040);47.171152852953334;8.529294348052371;4G;;;Gutschweg;Zug;; 6302; Schweiz; 6302
357;Gross;POINT (2632996 1120969);46.23935300747113;7.866415549360216;4G;;;Unterflühstrasse;Kalpetran;; 3922; Schweiz; 3922
358;Sehr Klein;POINT (2740904 1252564);47.4088057335688;9.305648331432192;4G;;;kybunpark;St. Gallen;; 9015; Schweiz; 9015
359;Mittel;POINT (2641389 1177653);46.748782942743425;7.980290232552556;4G;;;Hauptstrasse;Oberried Brienz;; 3854; Schweiz; 3854
360;Gross;POINT (2746792 1184036);46.791306631650585;9.361384280327043;4G;;;Scardanal;Bonaduz;; 7402; Schweiz; 7402
361;Gross;POINT (2662806 1191289);46.869764080707654;8.262428466039767;4G;;48; Wolfisbergstrasse;Flüeli-Ranft;; 6073; Schweiz; 6073
362;Mittel;POINT (2619167 1225998);47.18465788176822;7.69150893009696;4G;;32; Aeschistrasse;Niederönz;; 3362; Schweiz; 3362
363;Gross;POINT (2602114 1220587);47.1362598990224;7.466494999355148;4G;;;Mühledorf (SO);Kyburg-Buchegg;; 4586; Schweiz; 4586
364;Mittel;POINT (2708546 1231668);47.2270210415316;8.871946936076318;4G;Model AG Lager Buech; 40; Buechstrasse;Jona;; 8645; Schweiz; 8645
365;Sehr Klein;POINT (2746820 1255420);47.433192195758984;9.384944385552734;4G;;;Olma Messen St. Gallen;St. Gallen;; 9008; Schweiz; 9008
366;Sehr Klein;POINT (2498280 1121420);46.23650953693284;6.119926639751272;4G;Hilton Geneva Hotel and Conference Centre; 34; Route François-Peyrot;Grand-Saconnex D;; 1218; Schweiz; 1218
367;Sehr Klein;POINT (2612765 1177085);46.74483419866982;7.605677054440045;4G;;;Stockhorn Arena;Thun;; 3608; Schweiz; 3608
368;Gross;POINT (2738073 1156316);46.543882010569;9.238889551701815;4G;;;Ferienhaus Isla;Nufenen;; 7437; Schweiz; 7437
369;Gross;POINT (2535673 1159329);46.58212681566264;6.599382923737052;4G;;15; Route de Genève;Cheseaux Dist;; 1033; Schweiz; 1033
370;Mittel;POINT (2507487 1137653);46.3838494049924;6.236038126046173;4G;;;Pub de la Gare;Nyon 2;; 1260; Schweiz; 1260
371;Gross;POINT (2707353 1250360);47.39531210821325;8.86067030833237;4G;;;Rotensteinweg;Saland;; 8493; Schweiz; 8493
372;Gross;POINT (2583831 1110664);46.14726398682459;7.229381303619251;4G;;14; Chemin des Etablons;La Tzoumaz;; 1918; Schweiz; 1918
373;Gross;POINT (2705118 1108700);46.1216021360797;8.798549064598886;4G;;;Ronco;Gerra (Gambarogno);; 6576; Schweiz; 6576
374;Gross;POINT (2538954 1170347);46.68154271903257;6.640721536443482;4G;;;Chemin du Refuge;Vuarrens;; 1418; Schweiz; 1418
375;Mittel;POINT (2679170 1257073);47.45967499218698;8.488587956127953;4G;;4; Buchenhagstrasse;Oberhasli;; 8156; Schweiz; 8156
377;Mittel;POINT (2558029 1144998);46.454995130109666;6.892348280214539;4G;;;Passerelle de Derray la Cor;Chailly Dist;; 1816; Schweiz; 1816
378;Gross;POINT (2616950 1207323);47.01673911140958;7.661561425578276;4G;;8; Lagerhausweg;Hasle-Rüegsau Zust;; 3415; Schweiz; 3415
379;Mittel;POINT (2748238 1255711);47.43549072578183;9.403830882308013;4G;;1; Grütlistrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000
380;Gross;POINT (2730077 1279360);47.65197281688223;9.170070735214077;4G;;27; Bahnhofstrasse;Kreuzlingen 3;; 8280; Schweiz; 8280
381;Sehr Klein;POINT (2745710 1254280);47.423188776841016;9.369863678781547;4G;;;St. Gallen;St. Gallen;; 9001; Schweiz; 9001
382;Sehr Klein;POINT (2679405 1206970);47.00903093194342;8.482862937752977;4G;Depot (Zahnradbahn Vitznau-Rigi Kulm); 11; Bahnhofstrasse;Vitznau;; 6354; Schweiz; 6354
383;Mittel;POINT (2658245 1218500);47.1149329664996;8.20609730622579;4G;;18; Industriestrasse;Sempach Bahnhof GK;; 6203; Schweiz; 6203
