geometry
"LINESTRING (8.545261663 47.3675192688, 8.5452197011 47.3675045112, 8.5452505389 47.3675153566)"
"LINESTRING (8.5197380542 47.3804184007, 8.5197674764 47.3804072179, 8.5197380542 47.3804184007)"
"LINESTRING (8.5463043397 47.4274823921, 8.5459952573 47.427350909)"
"LINESTRING (8.5181682091 47.3862706625, 8.518217725 47.3861612591)"
"LINESTRING (8.5395351903 47.3878371772, 8.5395011898 47.3877858983)"
"LINESTRING (8.5217303661 47.3722560627, 8.5217184598 47.3722639596, 8.5217261874 47.3722588342)"
"LINESTRING (8.5216929652 47.3722498217, 8.521696567 47.3722784189)"
"LINESTRING (8.5297794097 47.3310651302, 8.5297808096 47.3311003207, 8.5297794562 47.3310662991)"
"LINESTRING (8.5424809584 47.3788095407, 8.542630387 47.3787528428)"
"LINESTRING (8.5547139322 47.3799326422, 8.5547342279 47.3797982447)"
"LINESTRING (8.554668352 47.3693391814, 8.5547716091 47.3693744437)"
"LINESTRING (8.4833971206 47.4154120818, 8.4833941756 47.4154359558, 8.483397211 47.4154113488)"
"LINESTRING (8.5426833412 47.3994992009, 8.5427406807 47.3995973304, 8.5427111238 47.3995467474)"
"LINESTRING (8.5380142149 47.3982889252, 8.537920072 47.398332385)"
"LINESTRING (8.4997051353 47.402768099, 8.4996727307 47.4027614851, 8.499704135 47.4027678949)"
"LINESTRING (8.4974005432 47.3683083484, 8.4974639148 47.3683186107, 8.497418972 47.3683113328)"
"LINESTRING (8.5391153514 47.377290139, 8.5392829477 47.3772532195, 8.5392056043 47.3772702574)"
"LINESTRING (8.5109790393 47.3530424486, 8.5109549477 47.353050534)"
"LINESTRING (8.5449556214 47.3938450677, 8.5450299232 47.3937944017)"
"LINESTRING (8.526651052 47.3958834673, 8.5266041269 47.3958528939, 8.5266339029 47.395872294)"
"LINESTRING (8.5443049585 47.3670879, 8.5442911735 47.3670596769)"
"LINESTRING (8.5138503824 47.3767417575, 8.5138203832 47.3767566839, 8.5138542866 47.376739815)"
"LINESTRING (8.5510946815 47.4143180145, 8.5510508029 47.4142374429, 8.5509941928 47.41419615)"
"LINESTRING (8.5268065197 47.3942850482, 8.5267484346 47.3943958727)"
"LINESTRING (8.5361983165 47.3640798867, 8.5362028666 47.3641310016)"
"LINESTRING (8.5030877068 47.3738053091, 8.5030728764 47.3738159135, 8.5030841504 47.3738078521)"
"LINESTRING (8.488163685 47.3757589418, 8.4881336847 47.3757491234, 8.4881575781 47.3757569432)"
"LINESTRING (8.5495568824 47.3834041782, 8.5495313191 47.3834169012, 8.5495439105 47.3834106344)"
"LINESTRING (8.5346213131 47.3865766454, 8.53461668 47.3866068202)"
"LINESTRING (8.5180551436 47.3861546866, 8.5180929825 47.3861934997, 8.5180731344 47.3861731406)"
"LINESTRING (8.559638372 47.3768389122, 8.5596933451 47.3768399719)"
"LINESTRING (8.5457091998 47.3966463578, 8.5457224952 47.396666526, 8.5457171506 47.396658423)"
"LINESTRING (8.5482341399 47.3861068989, 8.5482721571 47.386065722, 8.5482485743 47.3860917758)"
"LINESTRING (8.5482938507 47.3709174449, 8.5482602197 47.3708182568)"
"LINESTRING (8.5500729949 47.41065834, 8.5500472849 47.4105508534, 8.5500576702 47.4105942717)"
"LINESTRING (8.5377556835 47.3648582952, 8.5377760059 47.3648684354, 8.5377529756 47.3648569441)"
"LINESTRING (8.5332029386 47.3989246242, 8.5332087937 47.3988721843, 8.5332052018 47.3989043544)"
"LINESTRING (8.545699566 47.4171814123, 8.5456106413 47.4173920505)"
"LINESTRING (8.5679446192 47.3602866532, 8.5679997118 47.3602514736)"
"LINESTRING (8.5512950191 47.3566461053, 8.5513050723 47.3566325369, 8.5512950191 47.3566461053)"
"LINESTRING (8.5060688716 47.3832269103, 8.506067133 47.3832534691)"
"LINESTRING (8.5487308552 47.4140083924, 8.5489210327 47.4140269375, 8.5487852249 47.4140136942)"
"LINESTRING (8.5790383393 47.3603516395, 8.5790162914 47.360352262)"
"LINESTRING (8.5029918261 47.3690355866, 8.5029722144 47.3690332639, 8.5029918261 47.3690355866)"
"LINESTRING (8.5336664418 47.3696598686, 8.5336655878 47.3696389012)"
"LINESTRING (8.5269964115 47.3961078856, 8.5270566703 47.3961102788)"
"LINESTRING (8.5386873591 47.3745670212, 8.5386562678 47.3745833281)"
"LINESTRING (8.5112905425 47.3792106734, 8.5112120589 47.3791300837, 8.5113082274 47.3792288329)"
"LINESTRING (8.5510380399 47.4142123372, 8.5510995412 47.4142419347)"
"LINESTRING (8.4804474847 47.3900857186, 8.4804096763 47.3900801645)"
"LINESTRING (8.4933061089 47.3941797549, 8.4932863518 47.3941846979)"
"LINESTRING (8.5471746439 47.3730131442, 8.5472955739 47.3730169155)"
"LINESTRING (8.4975143749 47.3683256401, 8.4974639148 47.3683186107, 8.497515149 47.3683257479)"
"LINESTRING (8.5451847553 47.4014383117, 8.5452767047 47.401440457)"
"LINESTRING (8.5474257383 47.3648116692, 8.5474456449 47.3647512895)"
"LINESTRING (8.5215638804 47.3860788262, 8.521423152 47.3859954959)"
"LINESTRING (8.5351790629 47.3636004272, 8.535212336 47.3635921109)"
"LINESTRING (8.5386088924 47.3913360577, 8.5386341441 47.3914036534)"
"LINESTRING (8.5741121475 47.4042819607, 8.5741022881 47.404104809)"
"LINESTRING (8.5504069425 47.3727243156, 8.5505241315 47.3726823244)"
"LINESTRING (8.5685369589 47.3601159097, 8.5685759838 47.3601018188, 8.5685629251 47.3601065339)"
"LINESTRING (8.5256917925 47.3948757729, 8.5257473898 47.3947343878)"
"LINESTRING (8.5201286225 47.388281444, 8.5200739805 47.3882254019, 8.5201057782 47.3882580144)"
"LINESTRING (8.5348450975 47.3765111851, 8.534865454 47.3765240944, 8.5348379052 47.376506624)"
"LINESTRING (8.5198198113 47.3736427748, 8.5198069402 47.3735925445)"
"LINESTRING (8.527014239 47.3960941445, 8.5269629357 47.3961134088)"
"LINESTRING (8.5353330595 47.3708074398, 8.5352486645 47.3707445308, 8.5352910193 47.3707761025)"
"LINESTRING (8.4866574407 47.3877172919, 8.4866525322 47.3877265069)"
"LINESTRING (8.5542223371 47.3647982637, 8.5543685224 47.3648441357)"
"LINESTRING (8.5491192171 47.3705976886, 8.5493884939 47.3706492007)"
"LINESTRING (8.5442548543 47.366999549, 8.5442241599 47.3671138228)"
"LINESTRING (8.554760478 47.3693977381, 8.5547110827 47.3692632011)"
"LINESTRING (8.5287324346 47.3725594179, 8.5287693692 47.3725611236, 8.5287221682 47.3725589438)"
"LINESTRING (8.5150853397 47.3831214819, 8.5150495794 47.3831306967)"
"LINESTRING (8.5224441656 47.3595557068, 8.5224507448 47.3595635086, 8.5224490003 47.3595614399)"
"LINESTRING (8.5509188336 47.4143499108, 8.5512305698 47.414339761)"
"LINESTRING (8.52480431 47.3936785576, 8.5247851485 47.3936448508, 8.5247967002 47.3936651713)"
"LINESTRING (8.4859318432 47.3878693299, 8.4859554298 47.3878649407, 8.4859288988 47.3878698778)"
"LINESTRING (8.4866567849 47.3877149568, 8.4866596014 47.387724986, 8.4866559908 47.3877121287)"
"LINESTRING (8.5117383852 47.377688641, 8.5115319663 47.3776680361)"
"LINESTRING (8.5221979361 47.3904054542, 8.5221394386 47.3903452055, 8.5221715987 47.3903783284)"
"LINESTRING (8.5251435386 47.3904196016, 8.5250175118 47.3904695398, 8.5250949507 47.3904390807)"
"LINESTRING (8.4910343614 47.4028981678, 8.4910076331 47.4029048611, 8.4910226785 47.4029010934)"
"LINESTRING (8.5449862748 47.3663231864, 8.5449771885 47.3663335225, 8.5449809695 47.3663292214)"
"LINESTRING (8.5291205102 47.3819076957, 8.5291552671 47.3819372688)"
"LINESTRING (8.5204330427 47.4145888791, 8.5203837178 47.4145837326)"
"LINESTRING (8.5203170192 47.385618655, 8.5203421038 47.3856374808)"
"LINESTRING (8.5509995606 47.4141348284, 8.5511158252 47.4142744518)"
"LINESTRING (8.5798672856 47.4087511454, 8.579732031 47.4087855643, 8.5798106798 47.4087655502)"
"LINESTRING (8.5270199368 47.396096738, 8.5270317866 47.3961020489, 8.5270260729 47.3960994962)"
"LINESTRING (8.5030828979 47.3738341504, 8.5031039358 47.3737937046)"
"LINESTRING (8.5414975278 47.3891639292, 8.5414770247 47.3892927719)"
"LINESTRING (8.5105895098 47.3784864214, 8.5105693289 47.3784655558, 8.510588006 47.3784848666)"
"LINESTRING (8.5231710727 47.3914080174, 8.523072376 47.3913060509, 8.5231356538 47.3913714251)"
"LINESTRING (8.5183248598 47.3329476147, 8.5183465759 47.33297268, 8.5183248598 47.3329476147)"
"LINESTRING (8.5249658422 47.3904647764, 8.5249720694 47.3904818005)"
"LINESTRING (8.5493634819 47.3706223235, 8.5494130232 47.3705114084)"
"LINESTRING (8.5217350696 47.3722529431, 8.5216983124 47.372252787)"
"LINESTRING (8.5006129465 47.4016183792, 8.5006314884 47.4016118315, 8.5006129465 47.4016183792)"
"LINESTRING (8.5507696656 47.3828005527, 8.5508974008 47.3827369749, 8.5508419233 47.3827645878)"
"LINESTRING (8.5465042414 47.4275795143, 8.5464090169 47.4275332496, 8.546463508 47.4275597241)"
"LINESTRING (8.5297462904 47.3311010644, 8.5297822859 47.3311374346)"
"LINESTRING (8.516524004 47.3762403191, 8.5164677764 47.3762814449)"
"LINESTRING (8.5872357863 47.4068346092, 8.5871476992 47.4068592629, 8.5871949523 47.4068460378)"
"LINESTRING (8.5679853255 47.360253712, 8.5679617423 47.3602573812, 8.5679758271 47.3602551898)"
"LINESTRING (8.4732639872 47.3934837217, 8.4732915468 47.3934730257, 8.4732639872 47.3934837217)"
"LINESTRING (8.5518187174 47.3823414864, 8.5518223549 47.3822505392)"
"LINESTRING (8.5455390196 47.3654359169, 8.545555907 47.3654064136, 8.5455357171 47.3654416866)"
"LINESTRING (8.5548283742 47.3693124577, 8.5547994184 47.3693162462, 8.5548169498 47.3693139524)"
"LINESTRING (8.5389104449 47.3913103589, 8.5388428995 47.3913455578, 8.5388768156 47.3913278836)"
"LINESTRING (8.536232198 47.3912772368, 8.5362095674 47.3913413792, 8.5362223829 47.3913050558)"
"LINESTRING (8.5724111476 47.4105968188, 8.5723106462 47.4106227926, 8.5723687767 47.4106077692)"
"LINESTRING (8.5214377714 47.3860887369, 8.5214455062 47.3860634897, 8.5214290097 47.3861091216)"
"LINESTRING (8.5430933488 47.3743468975, 8.543025478 47.3743550852, 8.54305892 47.3743510509)"
"LINESTRING (8.5046032886 47.4049945438, 8.5045902772 47.404976483)"
"LINESTRING (8.5392081434 47.3836181787, 8.5392433928 47.3835895872, 8.5392211219 47.3836076516)"
"LINESTRING (8.5161049913 47.382047082, 8.5161161186 47.3820378578, 8.5161086552 47.3820440448)"
"LINESTRING (8.5425617699 47.3798998398, 8.5425610461 47.3799310855, 8.5425353202 47.3799666065)"
"LINESTRING (8.5313212829 47.3843490115, 8.5313327475 47.3843621566, 8.5313192452 47.3843466752)"
"LINESTRING (8.5504603024 47.4121590534, 8.550433292 47.4121754073, 8.5503776424 47.4121738358)"
"LINESTRING (8.5243188704 47.3923586883, 8.5242557399 47.3924020258, 8.5243764067 47.3923186534)"
"LINESTRING (8.541703892 47.3744689582, 8.5416936546 47.3744195871, 8.5416985528 47.3744432093)"
"LINESTRING (8.4739869453 47.3932235995, 8.4739937781 47.3932211487, 8.4739896878 47.3932226158)"
"LINESTRING (8.5423929948 47.3787025322, 8.542517763 47.378726397, 8.5424395331 47.3787114337)"
"LINESTRING (8.5264747666 47.361943219, 8.5264422693 47.3619527087)"
"LINESTRING (8.5476376904 47.3717633337, 8.5478148702 47.3716732053)"
"LINESTRING (8.5116456087 47.3777257521, 8.5116202731 47.3777358865, 8.5116456087 47.3777257521)"
"LINESTRING (8.4910899879 47.3882418426, 8.4910387516 47.3882321382)"
"LINESTRING (8.5500782745 47.3583189315, 8.5500938747 47.3582980824, 8.5500790358 47.358317914)"
"LINESTRING (8.5081504892 47.3696488607, 8.5081557046 47.3696494577, 8.5081530625 47.3696491553)"
"LINESTRING (8.549454702 47.4095910206, 8.549429514 47.4095900246)"
"LINESTRING (8.5493706948 47.3705218351, 8.5492887517 47.3705420201, 8.5493321326 47.3705313341)"
"LINESTRING (8.5369279868 47.3644452749, 8.5369346827 47.3644579924)"
"LINESTRING (8.5462263285 47.4272987812, 8.5463433919 47.4272802202)"
"LINESTRING (8.5494493062 47.3834577196, 8.5495313191 47.3834169012, 8.549488399 47.3834382628)"
"LINESTRING (8.5251819121 47.3941924743, 8.5251578375 47.3941602112, 8.5251972749 47.3942130624)"
"LINESTRING (8.5319616427 47.3848370274, 8.5319424381 47.3848230724, 8.5319624896 47.3848376428)"
"LINESTRING (8.5256827303 47.3740424508, 8.5256535666 47.3740846218)"
"LINESTRING (8.5343407012 47.3726778229, 8.5342824999 47.3727134052, 8.5343121913 47.3726952529)"
"LINESTRING (8.5109383563 47.3530460355, 8.5109647125 47.3530531816, 8.510947202 47.3530484339)"
"LINESTRING (8.5428653888 47.3738083519, 8.5428594556 47.3737819005, 8.5428629188 47.3737974711)"
"LINESTRING (8.5190051332 47.3732602551, 8.5189823163 47.373248903, 8.5190043705 47.3732598757)"
"LINESTRING (8.5197977748 47.4139239661, 8.5196980734 47.4139495414, 8.5197664176 47.4139320099)"
"LINESTRING (8.5503188849 47.4122265079, 8.5505604311 47.4122039112)"
"LINESTRING (8.4833319028 47.3888110022, 8.483313539 47.3888217992, 8.4833337141 47.3888099372)"
"LINESTRING (8.4833687793 47.4154434993, 8.4833941756 47.4154359558, 8.4833698401 47.4154431842)"
"LINESTRING (8.5302998351 47.3970356886, 8.5303579907 47.3970109597)"
"LINESTRING (8.5134906592 47.3814702144, 8.5135110686 47.3814911805, 8.5134906592 47.3814702144)"
"LINESTRING (8.5461657714 47.3891818073, 8.5462115523 47.3892038084, 8.5462580569 47.3892253573)"
"LINESTRING (8.5255944733 47.3947845898, 8.5256179892 47.3947768668, 8.5256507689 47.3947661061)"
"LINESTRING (8.5122801013 47.377472062, 8.5123909348 47.3774981459)"
"LINESTRING (8.5046547854 47.4057152337, 8.5046667741 47.4057337618, 8.5046541264 47.4057142152)"
"LINESTRING (8.5387151354 47.377337226, 8.5387333958 47.3773742783, 8.5387334911 47.3774107817)"
"LINESTRING (8.5663560376 47.3645704337, 8.5663273308 47.3645940209, 8.5663694484 47.3645585184)"
"LINESTRING (8.5032412907 47.381127275, 8.5032669991 47.3811446038, 8.5032427662 47.3811282696)"
"LINESTRING (8.5362743126 47.3912983152, 8.5362409037 47.3912525618)"
"LINESTRING (8.5453930179 47.3958795129, 8.5454152225 47.3959660713, 8.545400676 47.3959093662)"
"LINESTRING (8.5256017552 47.4117698753, 8.5256979427 47.4117515923, 8.5256455576 47.4117615495)"
"LINESTRING (8.542987042 47.3743570487, 8.543025478 47.3743550852, 8.5430080689 47.3743559745)"
"LINESTRING (8.5464372521 47.3638716187, 8.5464517161 47.3638475339, 8.5464387338 47.3638691515)"
"LINESTRING (8.5708620987 47.4111423786, 8.5709361564 47.4111770808, 8.570892387 47.4111565712)"
"LINESTRING (8.5679555896 47.360257839, 8.5679617423 47.3602573812, 8.5679574453 47.3602577009)"
"LINESTRING (8.5250909142 47.3941833622, 8.5251994479 47.3942159745)"
"LINESTRING (8.5924327815 47.4053958394, 8.5922407293 47.4053667802)"
"LINESTRING (8.5850859065 47.4074291548, 8.5852244336 47.4073880018, 8.5851535667 47.4074090547)"
"LINESTRING (8.5466598288 47.4112431804, 8.546818734 47.4112595046, 8.546739893 47.4112514053)"
"LINESTRING (8.5222845464 47.3629952373, 8.5222939997 47.3629627228, 8.5222835111 47.3629987983)"
"LINESTRING (8.5467656924 47.4138176156, 8.5466692531 47.4138097738, 8.5467449247 47.413815709)"
"LINESTRING (8.5251394925 47.3941378653, 8.5251254996 47.394171398)"
"LINESTRING (8.5488468396 47.3701512305, 8.5488916245 47.3701152656, 8.5488642011 47.3701372881)"
"LINESTRING (8.5136188732 47.3816019369, 8.5135851727 47.3816379136)"
"LINESTRING (8.5122404678 47.389671132, 8.5121088642 47.3895895573)"
"LINESTRING (8.5400960857 47.3831787206, 8.5401710796 47.3831416708, 8.5401310204 47.3831614616)"
"LINESTRING (8.5221836921 47.3566686652, 8.5221634856 47.3567008471, 8.522180802 47.3566732682)"
"LINESTRING (8.5408095501 47.3969642114, 8.5410039142 47.396965969)"
"LINESTRING (8.5383095054 47.3843555677, 8.5384388822 47.3842783838, 8.5383645943 47.3843227027)"
"LINESTRING (8.5497868074 47.4094116456, 8.5497737116 47.4093543695, 8.5497820407 47.4093907977)"
"LINESTRING (8.5419241176 47.3756650268, 8.5419210055 47.3757049087, 8.541924572 47.3756573216)"
"LINESTRING (8.5255402135 47.3948024096, 8.5256788038 47.3948583664)"
"LINESTRING (8.5428927553 47.3738900636, 8.5429025896 47.373917045, 8.5428968968 47.3739014262)"
"LINESTRING (8.5679555837 47.3602492164, 8.5679404687 47.3602937485)"
"LINESTRING (8.518191592 47.3861921026, 8.5181260191 47.3862087525, 8.5181635778 47.3861992158)"
"LINESTRING (8.5166353393 47.3756656462, 8.5166424 47.3756410768, 8.5166385766 47.3756543813)"
"LINESTRING (8.5393505392 47.398629616, 8.5392741152 47.3985385454)"
"LINESTRING (8.5444987212 47.3998498525, 8.5443951012 47.399805339)"
"LINESTRING (8.5570574992 47.3662414072, 8.5570372735 47.3661884419)"
"LINESTRING (8.5312853403 47.3710402765, 8.5313570412 47.3709806064)"
"LINESTRING (8.5109843712 47.3530595589, 8.5109647125 47.3530531816, 8.5109748612 47.3530564738)"
"LINESTRING (8.5204110398 47.3731528165, 8.5204055142 47.3731567132, 8.5204086326 47.3731545141)"
"LINESTRING (8.532467327 47.3731846415, 8.5324333526 47.3731934612, 8.532465873 47.3731850189)"
"LINESTRING (8.5362709084 47.3913420239, 8.5362095674 47.3913413792, 8.5362560047 47.3913418673)"
"LINESTRING (8.5361943561 47.3713784746, 8.5360809055 47.3713048954, 8.5361479056 47.3713483488)"
"LINESTRING (8.542614182 47.3787490376, 8.5426421122 47.378755596, 8.5426194931 47.3787502847)"
"LINESTRING (8.5796075302 47.4088168402, 8.579732031 47.4087855643, 8.5796679746 47.408801656)"
"LINESTRING (8.5486808352 47.3769160097, 8.5486300331 47.3768255289)"
"LINESTRING (8.5405813774 47.3770102282, 8.5406953719 47.3770109817, 8.5406468335 47.3770106609)"
"LINESTRING (8.5491941026 47.3705730992, 8.5492887517 47.3705420201, 8.54923351 47.3705601593)"
"LINESTRING (8.5577907694 47.3525047326, 8.5577688567 47.3525209848, 8.5577947985 47.3525017442)"
"LINESTRING (8.5200890448 47.3856775823, 8.5199842153 47.3857046786, 8.5200449763 47.3856889731)"
"LINESTRING (8.5481975835 47.3861429156, 8.5483692561 47.3861554565)"
"LINESTRING (8.554785962 47.3692315678, 8.554689643 47.3693354557)"
"LINESTRING (8.5223040327 47.3629282079, 8.5222939997 47.3629627228, 8.5223042687 47.3629273961)"
"LINESTRING (8.5531538273 47.3542940094, 8.5531440477 47.3543009566, 8.5531466157 47.3542991323)"
"LINESTRING (8.5395079773 47.4089126134, 8.5395721596 47.408961653, 8.5395370505 47.4089348273)"
"LINESTRING (8.4776895709 47.3919083613, 8.4777176793 47.3918950028, 8.4776918825 47.3919072627)"
"LINESTRING (8.5421618259 47.4104331144, 8.5420317047 47.4103746119, 8.5421168393 47.4104128885)"
"LINESTRING (8.5419221845 47.3983087581, 8.5419767041 47.3982240209)"
"LINESTRING (8.5181099821 47.3862109369, 8.5180929825 47.3861934997, 8.5181072789 47.3862081641)"
"LINESTRING (8.5504520103 47.4122544188, 8.550325236 47.4121723558)"
"LINESTRING (8.5489538379 47.3700649669, 8.5489304313 47.3701628519)"
"LINESTRING (8.5347863171 47.3764739088, 8.5348026886 47.376563365)"
"LINESTRING (8.5436418392 47.3763101115, 8.5436649719 47.3763864244, 8.5436504937 47.3763386619)"
"LINESTRING (8.486640783 47.3877290345, 8.4866624304 47.3877383292)"
"LINESTRING (8.5472182725 47.3730602927, 8.547257003 47.37300886, 8.547232634 47.3730412211)"
"LINESTRING (8.5532755708 47.4025138346, 8.553570945 47.4025631083)"
"LINESTRING (8.5419168204 47.3757347972, 8.5419864446 47.3756956433)"
"LINESTRING (8.5395555085 47.3908147774, 8.5395241664 47.3908062975)"
"LINESTRING (8.5256893514 47.3947534404, 8.5255825697 47.3947294012)"
"LINESTRING (8.5045708334 47.4049747526, 8.5045680126 47.4049964089)"
"LINESTRING (8.4736054915 47.3982075828, 8.4735821977 47.3982143013, 8.4736100944 47.3982062553)"
"LINESTRING (8.5347732971 47.3565606235, 8.5347331232 47.3565697371)"
"LINESTRING (8.5388901894 47.3907140429, 8.5389023646 47.39067185, 8.538894025 47.3907007507)"
"LINESTRING (8.4835687374 47.4140098359, 8.4835707566 47.4139926381, 8.4835687374 47.4140098359)"
"LINESTRING (8.4803959001 47.3901057405, 8.480421215 47.3900953745, 8.4803946227 47.3901062636)"
"LINESTRING (8.5959585721 47.3601097021, 8.5958624039 47.3601451154)"
"LINESTRING (8.5454619894 47.4139819199, 8.5452420737 47.4138574154)"
"LINESTRING (8.572872594 47.4041919337, 8.5727815894 47.4041601015, 8.5728377871 47.4041799276)"
"LINESTRING (8.5045956524 47.4049694721, 8.5045587243 47.4049673687)"
"LINESTRING (8.5561992002 47.3692209591, 8.5561128362 47.3691564945)"
"LINESTRING (8.5568151806 47.3530190655, 8.5568462202 47.3530232436)"
"LINESTRING (8.4948058187 47.3680263537, 8.4948207911 47.3680204582, 8.4948043263 47.3680269414)"
"LINESTRING (8.5504974842 47.372540499, 8.5503106872 47.3726022952)"
"LINESTRING (8.5577456179 47.3525382192, 8.5577688567 47.3525209848, 8.5577424508 47.352540568)"
"LINESTRING (8.5065113257 47.4195530041, 8.5065094231 47.4194775269, 8.5065104851 47.4195196558)"
"LINESTRING (8.5550619641 47.4031330564, 8.5550685853 47.403035394)"
"LINESTRING (8.5477564168 47.413784504, 8.547535435 47.4138922606)"
"LINESTRING (8.5269051945 47.3943416787, 8.5268317194 47.3943343151)"
"LINESTRING (8.5599484932 47.3681707882, 8.5600856928 47.3681767825)"
"LINESTRING (8.5449551963 47.3938854467, 8.5449553107 47.3939198604, 8.5449552425 47.3938993332)"
"LINESTRING (8.5547830086 47.4030232755, 8.5548263361 47.4030355404, 8.5548026821 47.4030288446)"
"LINESTRING (8.5443603397 47.399778524, 8.5443816739 47.3998738743)"
"LINESTRING (8.5192033011 47.3871968627, 8.519041862 47.3872237312)"
"LINESTRING (8.546218486 47.4273065892, 8.5459933084 47.4273502365)"
"LINESTRING (8.5509943495 47.4106187714, 8.55094465 47.4106163184, 8.5509808395 47.4106181046)"
"LINESTRING (8.5473940066 47.3987542368, 8.5474635497 47.3988317169, 8.5474173948 47.3987802943)"
"LINESTRING (8.5166222343 47.3756452337, 8.5166424 47.3756410768, 8.5166258185 47.3756444949)"
"LINESTRING (8.5471374543 47.3730150788, 8.5471909152 47.3730966222)"
"LINESTRING (8.4985856808 47.3776117587, 8.4986324609 47.3776168008)"
"LINESTRING (8.5460431701 47.4273674417, 8.546127973 47.4273967037, 8.546082005 47.4273808421)"
"LINESTRING (8.5465061375 47.412604363, 8.5464284646 47.4124817218)"
"LINESTRING (8.5319963519 47.384336779, 8.531976241 47.3843516494, 8.5319977372 47.3843357547)"
"LINESTRING (8.5269919754 47.3961086175, 8.52707754 47.3961204211)"
"LINESTRING (8.547584335 47.4138969698, 8.5477176051 47.4139098042, 8.5476424819 47.4139025696)"
"LINESTRING (8.5482998208 47.386030678, 8.5482721571 47.386065722, 8.5483123572 47.3860147971)"
"LINESTRING (8.5450151375 47.3937945433, 8.5449594037 47.3937537672)"
"LINESTRING (8.5347349843 47.3565875806, 8.5347864844 47.3565741836)"
"LINESTRING (8.5331147819 47.3641902347, 8.5330945825 47.3642292006, 8.5331127703 47.3641941152)"
"LINESTRING (8.5188262846 47.4141731727, 8.5189414114 47.4141436418, 8.5188866365 47.414157692)"
"LINESTRING (8.5414926916 47.3769955088, 8.5414460211 47.3769716333)"
"LINESTRING (8.5191094587 47.3872361145, 8.5191309261 47.3872581334, 8.5191276377 47.3872547605)"
"LINESTRING (8.5228019895 47.3605481303, 8.5228091714 47.3605151739, 8.5228023111 47.3605466548)"
