Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Gemeinde_Name;E;N;H;antenna_Location_WGS84_E;antenna_Location_WGS84_N;postal
Vésenaz, Pointe à la Bise;TPG;Haltestelle;Bus;Collonge-Bellerive;2503970;1122260;374;46.24490234473004;6.193507136806828;1245
Grindelwald (Pfingsteggbahn);LGP;Haltestelle;Kabinenbahn;Grindelwald;2646589;1163727;1027;46.623172576001714;8.046927848215098;3818
Vaduz, Rütti;VLM;Haltestelle;Bus;Vaduz;2758186;1221552;458;47.12604096823199;9.523618550758638;9490
Oberriet SG, Moos;BOS;Haltestelle;Bus;Oberriet (SG);2759564;1242140;426;47.31082496181465;9.549071497650845;None
Sion, Place du Midi;PAG;Haltestelle;Bus;Sion;2594065;1120005;508;46.23146070518672;7.361713210056827;None
Bonstetten, Lärchenhof;PAG;Haltestelle;Bus;Bonstetten;2678150;1242000;550;47.32423907291496;8.472428902523939;8906
Uzwil, Sonnenbergstrasse;PAG;Haltestelle;Bus;Uzwil;2727326;1255893;577;47.44150636609367;9.126743068355871;9240
Zürich, Rathaus;VBZ;Haltestelle;Tram;Zürich;2683401;1247353;409;47.37173787409392;8.542878984647993;8030
Boningen, Kreuzplatz;PAG;Haltestelle;Bus;Boningen;2631660;1239954;421;47.30970533693854;7.857314419271145;4618
Binn, Giesse;MGB;Haltestelle;Bus;Binn;2658557;1135500;1458;46.36832443033862;8.199606735199778;3996
Rüdtligen, Käserei;asm;Haltestelle;Bus;Rüdtligen-Alchenflüh;2609969;1215122;510;47.08703202483996;7.569916500682864;None
Regensdorf, Pumpwerkstrasse;VBG;Haltestelle;Bus;Regensdorf;2677213;1255540;433;47.44612089468983;8.462371706029444;None
Frick, Bahnhof;PAG;Haltestelle;Bus;Frick;2643260;1261942;361;47.50680573783007;8.012840252958753;None
Schluein, vitg;PAG;Haltestelle;Bus;Schluein;2736503;1183480;757;46.78849526222084;9.226496625531722;7151
Melchtal, Plätzli;PAG;Haltestelle;Bus;Kerns;2664706;1186867;911;46.82980702134514;8.286721232168015;6064
Morges, de Beausobre;MBC;Haltestelle;Bus;Morges;2528102;1152128;380;46.51658150672527;6.501738924543973;None
Cousset, gare;PAG;Haltestelle;Bus;Montagny (FR);2564787;1185348;485;46.81834819195586;6.977210669233135;None
Fahrwangen, Bahnhof;AVA;Haltestelle;Bus;Fahrwangen;2660423;1238568;549;47.29523376148376;8.237484816703638;5615
Bogno, Cappella di Bogno;PAG;Haltestelle;Bus;Lugano;2725600;1105697;993;46.09108942932092;9.062649660198137;6901
La Tour-de-Peilz, Sichoz;VMCV;Haltestelle;Bus;La Tour-de-Peilz;2556051;1145661;448;46.46083194927018;6.8665405342107055;1814
Muttenz, Schweizerhalle;AAGL;Haltestelle;Bus;Muttenz;2617306;1264750;269;47.53325423954417;7.668448341835638;None
Grenchen, Schmelzirain;BGU;Haltestelle;Bus;Grenchen;2596260;1227641;511;47.19970112033136;7.389270320976568;None
Corviglia (Talstation Plateau Nair);ESMM;Haltestelle;Sesselbahn;St. Moritz;2782594;1153250;2426;46.50564319908544;9.817848133067534;None
Allenwinden, Inkenberg;ZVB;Haltestelle;Bus;Baar;2684215;1225570;623;47.17572655816618;8.549572278196038;6341
Rapperswil SG, Schulstrasse;VZO;Haltestelle;Bus;Rapperswil-Jona;2705144;1231905;416;47.22970265332922;8.827089402265003;None
Brugg AG, Bodenackerstrasse;PAG;Haltestelle;Bus;Brugg;2657031;1258517;340;47.47495301398668;8.195183478671973;None
Crana, Paese;PAG;Haltestelle;Bus;Onsernone;2690367;1117627;895;46.204035349584814;8.60947029534062;None
Le Marchairuz, col;PAG;Haltestelle;Bus;Gimel;2508891;1156383;1443;46.55251040966599;6.250594279055715;None
Masein, Dalaus;PAG;Haltestelle;Bus;Masein;2751975;1173941;896;46.69936397523497;9.425896073262969;7425
Hittnau, Hofhalden;VZO;Haltestelle;Bus;Hittnau;2704296;1244940;673;47.34706199421046;8.818921490096212;8335
Uster, Weidli;VZO;Haltestelle;Bus;Uster;2697613;1245597;500;47.35399398524758;8.730635658011884;None
Manno, Boschetti;PAG;Haltestelle;Bus;Manno;2714565;1099607;369;46.038281118221306;8.918517549905438;6928
Scheuren, Station;VBZ;Haltestelle;Bus;Maur;2692265;1242034;660;47.32272131907328;8.65912755829807;8124
Kandersteg, Kirche;AFA;Haltestelle;Bus;Kandersteg;2618089;1149252;1182;46.494339802432;7.674255613787227;3718
Anwil, Ausserdorf;PAG;Haltestelle;Bus;Anwil;2638091;1255786;602;47.45175966040082;7.943705410653337;4469
Arogno, Cà del Ferée;PAG;Haltestelle;Bus;Arogno;2720400;1091035;582;45.96017178970152;8.991678939298716;6822
Kölliken Oberdorf;SBB CFF FFS;Haltestelle;Zug;Kölliken;2643881;1241697;444;47.32468322295022;8.019096623265167;5742
Hinwil, Dorf;VZO;Haltestelle;Bus;Hinwil;2706201;1240022;565;47.30253052502452;8.842962820868253;8340
Chur, Arlibonstrasse;BuS;Haltestelle;Bus;Chur;2760274;1192475;595;46.86408262176094;9.540858497558215;7001
Kilchberg ZH,Schulhaus Dorfstr;VBZ;Haltestelle;Bus;Kilchberg (ZH);2683851;1241802;441;47.32175823088485;8.547797536790796;None
Paiardi, San Giulio;PAG;Haltestelle;Bus;Sant'Antonino;2720189;1112594;365;46.15410558868077;8.994472715949433;None
Wädenswil, Staubeweidli;SZU;Haltestelle;Bus;Wädenswil;2694517;1230829;410;47.22163159345651;8.68655536063414;None
Zürich Hardbrücke;SBB CFF FFS;Haltestelle;Zug;Zürich;2681436;1248822;405;47.38519493704633;8.517132419545847;8030
Sils/Segl Maria, Edelweiss;SS;Haltestelle;Bus;Sils im Engadin/Segl;2778763;1144675;1806;46.429573633095366;9.764647326715927;None
Prapperot;TSD;Haltestelle;Bus;Hérémence;2596186;1108426;1538;46.12731658868943;7.389302645747949;1987
Stöckalp;PAG;Haltestelle;Bus;Kerns;2664167;1183817;1070;46.802424910789945;8.279229131417411;6064
Dully, St-Bonnet;PAG;Haltestelle;Bus;Dully;2512539;1143394;429;46.4361664600208;6.300617053022863;None
Vounetse;TCSA;Haltestelle;Kabinenbahn;Val-de-Charmey;2582270;1163890;1610;46.62602224014769;7.207136016707849;None
Riniken, Bruggerstrasse;PAG;Haltestelle;Bus;Riniken;2656355;1259697;395;47.485623644955;8.186365459055446;5223
Berzona (Verzasca), rustici;PAG;Haltestelle;Bus;Verzasca;2709636;1118923;470;46.21282936385585;8.85938049034442;None
Grandcour, rte de Chevroux;PAG;Haltestelle;Bus;Grandcour;2560939;1191726;477;46.875503855539314;6.926241416640986;1543
Sitterdorf, alte Post;AOT;Haltestelle;Bus;Zihlschlacht-Sitterdorf;2736208;1262836;472;47.502156094392646;9.246583500691276;None
Allmendingen b.Thun,Wendeplatz;STI;Haltestelle;Bus;Thun;2611803;1176710;586;46.741478553137725;7.593078883069529;3609
Wittenbach, Gemeindehaus;VBSG;Haltestelle;Bus;Wittenbach;2746721;1258813;596;47.46372163980305;9.384748171098728;9300
Zürich, Genossenschaftsstrasse;VBZ;Haltestelle;Bus;Zürich;2684804;1252206;425;47.41520320576222;8.562372713955002;8030
Samnaun-Ravaisch (Bergbahn);LS;Haltestelle;Kabinenbahn;Samnaun;2823498;1204200;1775;46.95123635804637;10.375223727368152;None
Lausanne, Languedoc;TL;Haltestelle;Bus;Lausanne;2536956;1152175;439;46.51789838933218;6.617099725466848;1012
St. Peterzell, Dorf;PAG;Haltestelle;Bus;Neckertal;2731165;1242315;698;47.31865849755579;9.173644298237296;None
Studen BE, Sagi;asm;Haltestelle;Bus;Studen (BE);2590266;1217835;434;47.11143651548984;7.310379453061876;None
Burgdorf, Meiefeld;BLAG;Haltestelle;Bus;Burgdorf;2612475;1212259;592;47.061237302795845;7.602840609616647;3401
Fontainemelon, collège;TRN;Haltestelle;Bus;Val-de-Ruz;2558130;1211728;878;47.05524891667984;6.88754744935321;None
Laucherenstöckli;BHY;Haltestelle;Sesselbahn;Oberiberg;2701082;1207144;1751;47.00764702579968;8.767920802111783;8843
Wallisellen, Bodenackerstrasse;VBG;Haltestelle;Bus;Wallisellen;2686701;1252463;431;47.41726738720975;8.587556399207548;None
Sion, Furet;PAG;Haltestelle;Bus;Sion;2591815;1119189;489;46.22409643881211;7.332562328445495;None
Steckborn (See);URh;Haltestelle;Schiff;Steckborn;2715871;1280918;402;47.668647419720415;8.981434885028637;8266
Urdorf;SBB CFF FFS;Haltestelle;Zug;Schlieren;2675206;1249372;442;47.39088197123922;8.434726341170068;8952
Granges-près-Marnand, gare;PAG;Haltestelle;Bus;Valbroye;2558400;1178756;466;46.75868252486104;6.894120148324203;None
Colombier VD, poste;MBC;Haltestelle;Bus;Echichens;2526025;1156550;517;46.55613029326252;6.473966624128459;1112
Saignelégier, voirie;PAG;Haltestelle;Bus;Saignelégier;2567112;1234495;989;47.260537905788;7.00409925867202;2350
Renens VD, Longemalle;TL;Haltestelle;Bus;Renens (VD);2535392;1153045;431;46.52557468991172;6.596598551170597;None
Bettingen, Chrischonaklinik;BVB;Haltestelle;Bus;Bettingen;2618514;1268842;495;47.5700235919429;7.684660539431664;4126
Buchberg (Fähre);SZR;Haltestelle;Schiff;Buchberg;2684288;1267576;346;47.55349220853512;8.55844238176188;8454
Perlen, Fabrik;VBL;Haltestelle;Bus;Root;2670300;1218300;417;47.111964214574094;8.36489595517681;6037
Küsnacht Goldbach;SBB CFF FFS;Haltestelle;Zug;Küsnacht (ZH);2685972;1242399;417;47.32685426556552;8.575964452358741;None
Fankhaus (Trub),Zwüschengreben;BLAG;Haltestelle;Bus;Trub;2637584;1203150;955;46.97835661300286;7.932594086267491;3556
Boécourt, Chez le Minet;PAG;Haltestelle;Bus;Boécourt;2582980;1243966;510;47.34632589157146;7.2133900270887965;2856
Wolfikon SG, Freihof;BOS;Haltestelle;Bus;Kirchberg (SG);2721340;1253041;696;47.41699179941039;9.046627150557583;None
Faido, Birreria;PAG;Haltestelle;Bus;Faido;2705044;1147945;718;46.47459349014483;8.806442602597352;None
Diessenhofen, Bahnhof;PAG;Haltestelle;Bus;Diessenhofen;2698663;1282476;413;47.68547424327851;8.752705625889293;None
Chessel, village;PAG;Haltestelle;Bus;Chessel;2558041;1133295;380;46.34972264190012;6.893565312042277;1846
Gossau SG;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Gossau (SG);2736927;1252807;638;47.41182994391352;9.253045362790289;None
Emmen, Schwimmbad Mooshüsli;AAGR;Haltestelle;Bus;Emmen;2664500;1214701;435;47.08018368546565;8.287968825417806;None
Chêne-Bougeries, Vallon;TPG;Haltestelle;Bus;Chêne-Bougeries;2502980;1116406;418;46.1921065866424;6.181890391872693;None
Ettiswil, Oberdorf;PAG;Haltestelle;Bus;Ettiswil;2643667;1221672;521;47.14458518034271;8.014324057790246;6218
Torricella, Posta;PAG;Haltestelle;Bus;Torricella-Taverne;2714800;1102750;420;46.06650903664933;8.922320167009742;None
Zürich, Albisriederdörfli;VBZ;Haltestelle;Bus;Zürich;2679041;1247691;429;47.37531504587499;8.485218017227343;8030
Emmenbrücke, Benziwil West;AAGR;Haltestelle;Bus;Emmen;2663759;1215612;492;47.0884493110244;8.278340382651532;None
Fribourg/Freiburg Poya;SBB CFF FFS;Haltestelle;Zug;Fribourg;2578467;1184975;614;46.81557797647361;7.156486241059373;1708
Andermatt, Oberwiler;AUT;Haltestelle;Bus;Andermatt;2688924;1165719;1513;46.63679745420374;8.59999879312759;6490
Inwil, Oberhofen;ARAG;Haltestelle;Bus;Inwil;2668686;1219381;420;47.121856388017065;8.343796200922819;6034
Ei im Emmental;ETB;Haltestelle;Zug;Sumiswald;2624117;1208557;685;47.0276176406808;7.755888011668738;None
Niederglatt ZH, Sonnenbergstr.;PAG;Haltestelle;Bus;Niederglatt;2680207;1260513;416;47.49048578824898;8.502957861404163;None
Volketswil, In der Höh;VBG;Haltestelle;Bus;Volketswil;2692856;1248996;460;47.3852490772788;8.668387415300904;None
Ried bei Worb;PAG;Haltestelle;Bus;Worb;2613327;1196223;741;46.91697560802304;7.613587099531713;3076
Grand-Saconnex, Tunnel Routier;TPG;Haltestelle;Bus;Le Grand-Saconnex;2498552;1122221;413;46.24375513735462;6.123277910647073;None
Weinfelden, Dufourstrasse;PAG;Haltestelle;Bus;Weinfelden;2724856;1269610;425;47.565321081285006;9.09785092674862;None
Buch am Irchel, Desibach;PAG;Haltestelle;Bus;Buch am Irchel;2690725;1267500;535;47.55195105172383;8.643933568432807;8414
Schnottwil, Post;PAG;Haltestelle;Bus;Schnottwil;2596380;1217679;506;47.11009569197481;7.390935570428818;3253
Reutigen, Viehschauplatz;STI;Haltestelle;Bus;Reutigen;2614142;1171671;614;46.696105235230895;7.623529997681407;3647
Hoffeld, Post;PAG;Haltestelle;Bus;Neckertal;2731174;1247174;731;47.36234950510429;9.175185827348926;None
Münchenstein, Dorf;BLT;Haltestelle;Tram;Münchenstein;2613626;1262389;274;47.51210617184445;7.619505606020549;None
Walchwil (See);SGZ;Haltestelle;Schiff;Walchwil;2681520;1217077;417;47.09967832238425;8.51249196294892;6318
Boudry, Addoz;PAG;Haltestelle;Bus;Boudry;2553410;1200346;506;46.95255426867005;6.826597551866586;2017
Entlebuch, Schwand;PAG;Haltestelle;Bus;Entlebuch;2648198;1206361;722;47.00655367446534;8.072427904522936;6162
Neuheim, Felderhus;ZVB;Haltestelle;Bus;Neuheim;2685985;1228345;649;47.20045654233569;8.573447828307398;6345
Cabane-de-Bois;CMA;Haltestelle;Sesselbahn;Crans-Montana;2605027;1131358;1866;46.33359644030784;7.503927608036938;None
Conthey, village;PAG;Haltestelle;Bus;Conthey;2589854;1119937;508;46.23079819735408;7.307130207390247;None
Mathod, Bras d'Or;PAG;Haltestelle;Bus;Mathod;2533339;1179946;444;46.76734650024685;6.56593721029729;1438
Zürich, Obere Hornhalde;VBZ;Haltestelle;Bus;Zürich;2682979;1242825;485;47.331068865119626;8.536453635407948;8030
Olden;G3AG;Haltestelle;Sesselbahn;Gsteig;2585240;1132968;1839;46.3479337493166;7.246907602189933;None
Schaan, Bahnhof;VLM;Haltestelle;Bus;Schaan;2756925;1226214;448;47.16826037990739;9.508626612554869;None
Wil SG, Waldau;BOS;Haltestelle;Bus;Wil (SG);2722402;1258263;566;47.463752118538025;9.06212870061406;None
Winterthur, Post Seen;SBW;Haltestelle;Bus;Winterthur;2699972;1260315;465;47.48599703827346;8.765146895589817;8410
Bulle, Part-Dieu;TPF;Haltestelle;Bus;Bulle;2569357;1162548;803;46.61348109341287;7.038621815626101;1631
Aarau, Wasserfluhweg;BBA;Haltestelle;Bus;Aarau;2646080;1247739;416;47.37887540651792;8.04880554723097;None
Winterthur, Endliker;SBW;Haltestelle;Bus;Winterthur;2699044;1260526;439;47.48803494070732;8.752882519636675;8410
Serneus, Gruoba;PAG;Haltestelle;Bus;Klosters;2783510;1196190;1000;46.891478103520825;9.846948577198232;7250
Lenk, Neufeld (Camping);AFA;Haltestelle;Bus;Lenk;2600490;1144625;1068;46.45295954777641;7.4450186550567965;None
Fribourg, Petit-St-Jean;TPF;Haltestelle;Bus;Fribourg;2579346;1183635;538;46.80355222645763;7.16806455739318;1708
Henniez;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Henniez;2556546;1176137;476;46.73500549083155;6.870102381188576;None
Naters, Naterloch;PAG;Haltestelle;Bus;Naters;2642748;1130724;667;46.326554701913054;7.993733843543813;3904
Vex, La Tueille;TSD;Haltestelle;Bus;Vex;2596789;1116744;1164;46.20214490098598;7.397045647828926;1981
Cologny, Fondation Bodmer;TPG;Haltestelle;Bus;Cologny;2502949;1119014;438;46.21555961375673;6.18094659266326;None
Alp Nova;LHB;Haltestelle;Sesselbahn;Vaz/Obervaz;2759214;1177865;1976;46.73296109663332;9.521873828072344;7082
Steckborn, Feldbach;PAG;Haltestelle;Bus;Steckborn;2715698;1280417;398;47.66417320288871;8.979001032106783;8266
Villars-sur-Glâne, église;TPF;Haltestelle;Bus;Villars-sur-Glâne;2575305;1182343;661;46.791792137600126;7.115197439990351;None
Rebstein-Marbach, Bahnhof;SBB CFF FFS;Haltestelle;Bus;Rebstein;2762174;1251339;409;47.39289591568348;9.586906258309495;9445
Bironico, Superiore;PAG;Haltestelle;Bus;Monteceneri;2715915;1107942;487;46.11301475196668;8.938009303544538;None
Corticiasca, Vecchia;PAG;Haltestelle;Bus;Capriasca;2722449;1105302;1033;46.08811633074584;9.021815428909512;None
Bolligen, Lutertal;RBS;Haltestelle;Bus;Bolligen;2604139;1202980;600;46.97787585546903;7.493029499942506;3065
Epalinges, Biolleyre;TL;Haltestelle;Bus;Epalinges;2540931;1155977;795;46.55246127636377;6.668408074172628;1066
St. Margrethenberg, Tristeli;PAG;Haltestelle;Bus;Pfäfers;2757224;1205474;1186;46.98169910211389;9.505362886801157;7312
Visperterminen, Busterminal;PAG;Haltestelle;Bus;Visperterminen;2635798;1123071;1360;46.25811836884501;7.902901824930621;3932
Robasacco, Curva Steiner;PAG;Haltestelle;Bus;Gambarogno;2715503;1111543;363;46.14547262172105;8.933568878393052;None
Sullens, Auberge;PAG;Haltestelle;Bus;Sullens;2533123;1160639;590;46.59365959336547;6.565926056764861;1036
Fleurier, collège régional;PAG;Haltestelle;Bus;Val-de-Travers;2534348;1195096;744;46.903717941004366;6.576963488479532;None
Reinach BL, Bruggstrasse;BLT;Haltestelle;Bus;Reinach (BL);2612030;1259906;303;47.489805381793786;7.598252281927011;None
Falera, Prau da Cuort;PAG;Haltestelle;Bus;Falera;2736934;1184654;1177;46.79896460612985;9.23249127321664;7153
Röschenz, Mühle;PAG;Haltestelle;Bus;Röschenz;2601960;1252894;394;47.42684541472254;7.464600896417382;4244
Troistorrents, Rte du Pas;TPC;Haltestelle;Bus;Troistorrents;2559584;1119562;741;46.22628351718346;6.914803523906159;1872
Orbe, Suchet;TRAVYS;Haltestelle;Bus;Orbe;2530242;1175845;498;46.730141103538216;6.5260216950729975;None
Onex, Gros-Chêne;TPG;Haltestelle;Bus;Onex;2496912;1116287;419;46.19013329030328;6.103329100708573;None
Wallisellen, Furtbach;VBG;Haltestelle;Bus;Wallisellen;2688261;1251846;442;47.411511336787335;8.608104098432978;None
Sugnens, village;PAG;Haltestelle;Bus;Montilliez;2541288;1167376;674;46.655028182580274;6.671606991234861;None
Stäfa, Dorf;VZO;Haltestelle;Bus;Stäfa;2698150;1232863;414;47.23939447743208;8.734957694815524;None
Klausen Passhöhe;AAGU;Haltestelle;Bus;Unterschächen;2707974;1191748;1948;46.868093601618185;8.854881382939828;6465
Areuse, giratoire;TRN;Haltestelle;Bus;Boudry;2555588;1200659;440;46.95551927434067;6.85517736205842;2017
Cheyres, école;TPF;Haltestelle;Bus;Cheyres-Châbles;2550287;1185148;449;46.81562194214268;6.787234875172135;None
St. Moritz Bad, Kath. Kirche;OBSM;Haltestelle;Bus;St. Moritz;2784161;1151390;1770;46.48848982092076;9.8375126438808;None
Uerikon, Moritzberg;VZO;Haltestelle;Bus;Stäfa;2699376;1232810;414;47.23873451121155;8.751135553021877;None
Quartino, Gerrascia;PAG;Haltestelle;Bus;Gambarogno;2712956;1112192;208;46.151741510213554;8.900767981529203;None
Holzhäusern ZG, St. Wendelin;ZVB;Haltestelle;Bus;Risch;2675842;1223053;440;47.15410170772429;8.43870722963501;None
Morbio Superiore, Buée;PAG;Haltestelle;Bus;Breggia;2723106;1079903;465;45.85956856205446;9.02367295343308;None
Illarsaz, village;TPC;Haltestelle;Bus;Collombey-Muraz;2560637;1129087;383;46.31202747616384;6.927645178604285;None
Vaulruz-Nord, gare;TPF;Haltestelle;Bus;Vaulruz;2565668;1163739;829;46.62401471086005;6.990377190269572;1627
Bern, Rosengarten;SVB;Haltestelle;Bus;Bern;2601717;1200115;569;46.9521151822439;7.461187555295185;3029
Lausanne, Vennes;TL;Haltestelle;Bus / Metro;Lausanne;2540091;1154744;691;46.54129541809083;6.657615948052487;1012
Bosco Luganese, Campolungo;PAG;Haltestelle;Bus;Bioggio;2713868;1097914;419;46.02317234076297;8.909106413717922;6934
Gadmen, Feldmoos;PAG;Haltestelle;Bus;Innertkirchen;2672766;1176954;1640;46.73981001594315;8.390775817183082;3862
Winterthur, Archstrasse/HB;SBW;Haltestelle;Bus;Winterthur;2696822;1261632;439;47.49831184909496;8.72364348293006;8410
Thun, Waisenhausstrasse;STI;Haltestelle;Bus;Thun;2614099;1178288;558;46.75562891715692;7.6231703937832975;3609
Münsingen, Dorfplatz;SVB;Haltestelle;Bus;Münsingen;2609472;1191546;542;46.87497062483882;7.562883005086763;None
Glattbrugg, Oberhusen;VBG;Haltestelle;Bus;Opfikon;2685338;1253527;430;47.42701421537196;8.569700135206961;None
Predelp;PAG;Haltestelle;Bus;Faido;2704243;1151172;1674;46.50374314182312;8.796741963843116;None
Wetzikon ZH, Stadion;VZO;Haltestelle;Bus;Wetzikon (ZH);2702881;1241264;525;47.31422603267564;8.799354947325288;None
Basel, Mattenstrasse;BVB;Haltestelle;Bus;Basel;2612164;1268616;255;47.56813880977907;7.600267227616702;4028
Schaffhausen, Buchbergstrasse;VBSH;Haltestelle;Bus;Schaffhausen;2688925;1287335;467;47.73056147388386;8.624004337586909;8202
Ueken, Unterdorf;PAG;Haltestelle;Bus;Herznach-Ueken;2645613;1259854;398;47.487868075053285;8.04385831621615;None
Bex, bif. Salaz;TPC;Haltestelle;Bus;Bex;2566949;1124162;455;46.26806581954664;7.009934205182553;None
Buchs AG, Heuweg;BBA;Haltestelle;Bus;Buchs (AG);2649020;1248902;385;47.3891233044933;8.087861963863425;None
Baldingen, Mitteldorf;PAG;Haltestelle;Bus;Zurzach;2666113;1267520;522;47.55506958237583;8.316990404724079;None
La Chaux-de-Fonds, Frameries;TRN;Haltestelle;Bus;La Chaux-de-Fonds;2552684;1215683;1004;47.09045554768694;6.815456961075612;2305
Uerkheim, Kirche;AVA;Haltestelle;Bus;Uerkheim;2644284;1239685;459;47.30656004702933;8.024228964083303;4813
Delémont, Le Ticle;PAG;Haltestelle;Bus;Delémont;2593223;1246069;415;47.36542707661808;7.34890905606899;None
Laupen BE, Bahnhof;PAG;Haltestelle;Bus;Laupen;2584939;1194521;490;46.901625604036816;7.240972061960509;None
Lausanne, Tour Haldimand-Lac;TL;Haltestelle;Bus;Lausanne;2538756;1150758;375;46.505319720925;6.64074241507208;1012
Dietingen, Abzweigung;PAG;Haltestelle;Bus;Uesslingen-Buch;2702951;1272017;471;47.59076636994345;8.807375777820633;None
Flims Dorf, Oberdorf;PAG;Haltestelle;Bus;Flims;2741036;1189067;1091;46.83779382897078;9.287570806055056;None
Pully, Caudoz;TL;Haltestelle;Bus;Pully;2540789;1151460;449;46.51181757337021;6.667136860272328;1009
Arni BE, Walke;PAG;Haltestelle;Bus;Arni (BE);2615414;1197774;793;46.93088219410391;7.641037005653064;None
Sonvico, Mugnai;PAG;Haltestelle;Bus;Lugano;2722025;1103740;840;46.07414498049038;9.01592890020694;6901
Sevelen, Abzw. Bad Rans;BOS;Haltestelle;Bus;Sevelen;2755250;1223100;452;47.14065554437136;9.48547024840274;9475
Bellinzona, Via Pierino Tatti;PAG;Haltestelle;Bus;Bellinzona;2721250;1116692;223;46.19077204100617;9.009265519101268;6503
