id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;building;streetNumber;street;town;district;state;country;postal;type
2060;Mittel;POINT (2673982 1252087);47.41543784765725;8.41896537079917;;;Im Riesentobel;Fahrweid;; 8951; Schweiz; 8951;5G
2061;Mittel;POINT (2601021 1199577);46.9472771389245;7.452043516591075;Münster; 1; Münsterplatz;Bern 22 Kaserne;; 3000; Schweiz; 3000;5G
2062;Mittel;POINT (2597566 1198915);46.94131827345744;7.4066650900280555;;A12; Holligen;Bern Freiburgstr;; 3018; Schweiz; 3018;5G
2063;Gross;POINT (2492409 1117085);46.196605206134684;6.044829077737546;;105; Route d'Aire-la-Ville;Satigny Aire Ville;; 1242; Schweiz; 1242;5G
2064;Mittel;POINT (2487567 1112563);46.155141914498856;5.9832042375302334;;;Chemin de Léchard;Chancy;; 1284; Schweiz; 1284;5G
2065;Mittel;POINT (2662875 1253500);47.42929993956999;8.271996498349433;;13; Obere Bahnhofstrasse;Mellingen;; 5507; Schweiz; 5507;5G
2066;Mittel;POINT (2532137 1161115);46.5978416457599;6.552990080169436;;;Route du Grand-Pré;Sullens;; 1036; Schweiz; 1036;5G
2067;Mittel;POINT (2689090 1251930);47.41215511572858;8.619103640916704;Green House; 31; Industriestrasse;Dietlikon;; 8305; Schweiz; 8305;5G
2068;Mittel;POINT (2634319 1245949);47.36349284358996;7.892936100960884;;4; Bannstrasse;Trimbach;; 4632; Schweiz; 4632;5G
2069;Mittel;POINT (2684719 1254199);47.43313758560675;8.561624447679486;;19; Europastrasse;Glattbrugg;; 8152; Schweiz; 8152;5G
2070;Mittel;POINT (2681439 1269325);47.56958015269102;8.52091693461698;;;Glattfelderstrasse;Eglisau;; 8193; Schweiz; 8193;5G
2071;Mittel;POINT (2570956 1186720);46.83098831372427;7.057959087282326;;;Landi;Ponthaux;; 1772; Schweiz; 1772;5G
2072;Mittel;POINT (2545443 1148780);46.48810662050306;6.728090636990155;;6; Chemin de Versailles;Villette (Lavaux);; 1096; Schweiz; 1096;5G
2073;Mittel;POINT (2616426 1224928);47.175107080289166;7.655306779032951;;;Hasenacker;Hüniken;; 4554; Schweiz; 4554;5G
2074;Mittel;POINT (2613131 1261669);47.505640632059;7.612913440875989;;10a; Schorenweg;Arlesheim;; 4144; Schweiz; 4144;5G
2075;Sehr Klein;POINT (2689674 1199393);46.9395738739619;8.616392910419268;;;Axenstrasse;Riemenstalden;; 6452; Schweiz; 6452;5G
2076;Gross;POINT (2623228 1095377);46.009548365640704;7.738516338604977;;;Aroleit;Zermatt Zustellung;; 3920; Schweiz; 3920;5G
2077;Mittel;POINT (2612102 1183441);46.80202120239614;7.597168330836299;;;Bernstrasse;Heimberg;; 3627; Schweiz; 3627;5G
2078;Mittel;POINT (2587583 1219267);47.12427193027575;7.274990126163489;;13; Mattenstrasse;Brügg BE;; 2555; Schweiz; 2555;5G
2079;Mittel;POINT (2677543 1259570);47.482324797888666;8.467447062909521;;16; Brüelstrasse;Dielsdorf Zust;; 8157; Schweiz; 8157;5G
2080;Mittel;POINT (2754290 1260640);47.4784157929958;9.48573194678575;;23; St. Gallerstrasse;Rorschach Zust;; 9400; Schweiz; 9400;5G
2081;Mittel;POINT (2643229 1247872);47.380264688986514;8.011067480181524;;34; Stauwehrstrasse;Schönenwerd Bhfstr;; 5012; Schweiz; 5012;5G
2082;Gross;POINT (2655209 1241932);47.32594635095749;8.168967916182684;;;Mobil Antenne;Dürrenäsch;; 5724; Schweiz; 5724;5G
2083;Klein;POINT (2667576 1209617);47.03414956506757;8.327712028319505;;69; Hirtenhofstrasse;St. Niklausen LU;; 6005; Schweiz; 6005;5G
2084;Klein;POINT (2747031 1255861);47.43711024245396;9.387885591586587;;43; Langgasse;St. Gallen;; 9008; Schweiz; 9008;5G
2085;Gross;POINT (2666416 1235153);47.26394364756462;8.316207752736155;;;Geltwilerstrasse;Buttwil;; 5632; Schweiz; 5632;5G
2086;Mittel;POINT (2698973 1262582);47.50653448966091;8.752397343653856;;145; Römerstrasse;Reutlingen;; 8404; Schweiz; 8404;5G
2087;Mittel;POINT (2691418 1233483);47.24593650289631;8.646184410710225;;;Riedhofstrasse;Wädenswil Zust P;; 8820; Schweiz; 8820;5G
2088;Mittel;POINT (2626719 1231755);47.23617825594134;7.791486346844187;;5b; Mumenthalstrasse;Roggwil BE Dorfstr;; 4914; Schweiz; 4914;5G
2089;Mittel;POINT (2753061 1233545);47.235084234178515;9.460170878508661;;;Hueb;Sax;; 9468; Schweiz; 9468;5G
2090;Mittel;POINT (2500356 1117835);46.204575787641026;6.147601248636144;;10; Quai du Général-Guisan;Genève;; 1204; Schweiz; 1204;5G
2091;Mittel;POINT (2761381 1197095);46.905357916882345;9.557007375899687;;6; Deutsche Strasse;Trimmis;; 7203; Schweiz; 7203;5G
2092;Mittel;POINT (2723780 1220740);47.12606899612167;9.070052729500478;;A17; Im Amerika;Oberurnen;; 8868; Schweiz; 8868;5G
2093;Mittel;POINT (2592826 1245984);47.36465831320998;7.3436548339612715;Saint-Marcel; 3; Place de l'Eglise;Delémont Dist coli;; 2800; Schweiz; 2800;5G
2094;Mittel;POINT (2681705 1224667);47.1679199068341;8.516301621164708;Poststelle 6300 Zug 1; 1; Postplatz;Zug Altstadt;; 6300; Schweiz; 6300;5G
2095;Mittel;POINT (2530415 1158730);46.57621127822705;6.5308797739779845;;;Vufflens-la-Ville;Vufflens-la-Ville;; 1302; Schweiz; 1302;5G
2096;Mittel;POINT (2648492 1247677);47.37814479156882;8.080736593001946;;19; Mühlemattweg;Suhr;; 5034; Schweiz; 5034;5G
2097;Mittel;POINT (2681096 1248335);47.38085709564568;8.512541893617376;;65; Hardstrasse;Zürich;; 8004; Schweiz; 8004;5G
2098;Mittel;POINT (2678933 1248247);47.3803283493172;8.483886197781107;;255; Altstetterstrasse;Zürich;; 8048; Schweiz; 8048;5G
2099;Mittel;POINT (2533625 1156115);46.55301623372002;6.573128777893442;;5; Chemin de l'Esparcette;Crissier 1 Dist;; 1023; Schweiz; 1023;5G
2100;Mittel;POINT (2602077 1199661);46.9480303838674;7.465914646359367;;70; Laubeggstrasse;Bern;; 3006; Schweiz; 3006;5G
2101;Mittel;POINT (2499958 1120470);46.22821684738971;6.141880416281876;Palais des Nations; 8 - 14; Avenue de la Paix;Genève;; 1202; Schweiz; 1202;5G
2102;Mittel;POINT (2688877 1243840);47.33942859709082;8.614675228994082;;24; Räspweg;Zumikon Zust;; 8126; Schweiz; 8126;5G
2104;Klein;POINT (2716655 1094525);45.99221664258828;8.944248369280482;;;Paradiso;Lugano 4;; 6900; Schweiz; 6900;5G
2105;Klein;POINT (2666292 1210408);47.041393772492924;8.31093580896585;ewl energie wasser luzern; 6; Industriestrasse;St. Niklausen LU;; 6005; Schweiz; 6005;5G
2106;Gross;POINT (2582491 1107881);46.12219582978654;7.212143123327023;;;savoleyres;Le Châble VS Dist;; 1934; Schweiz; 1934;5G
2107;Mittel;POINT (2597329 1226669);47.1909635733422;7.4033840883277096;;24; Leimenstrasse;Grenchen Schmelzi;; 2540; Schweiz; 2540;5G
2108;Mittel;POINT (2745061 1253317);47.41467341079972;9.360952590132275;;30; Ruhbergstrasse;St. Gallen Kaserne;; 9000; Schweiz; 9000;5G
2109;Mittel;POINT (2538300 1157203);46.56325130974745;6.633939191715275;;;Grand-Mont;Mont-Lausanne Dist;; 1052; Schweiz; 1052;5G
2110;Klein;POINT (2701740 1242430);47.324888947673415;8.784531305485368;;2; Bertschikerstrasse;Wetzikon ZH Roben.;; 8621; Schweiz; 8621;5G
2111;Mittel;POINT (2573040 1176922);46.74294034052095;7.085852774235571;;;Corpataux-Magnedens;Corpataux;; 1727; Schweiz; 1727;5G
2112;Mittel;POINT (2723214 1262486);47.50157363231805;9.07406322789461;;;Braunau;Braunau;; 9502; Schweiz; 9502;5G
2113;Mittel;POINT (2680871 1248013);47.377988874610516;8.509504507254993;;5; Albisriederstrasse;Zürich;; 8003; Schweiz; 8003;5G
2114;Klein;POINT (2677732 1202298);46.96720745830732;8.460064693671137;;;Tunnel Beckenried;Beckenried;; 6375; Schweiz; 6375;5G
2116;Sehr Klein;POINT (2723749 1247961);47.370862787771145;9.077136274347058;;;Umfahrung Bütschwil;Bütschwil;; 9606; Schweiz; 9606;5G
2117;Sehr Klein;POINT (2681187 1247139);47.37008977132638;8.513529882089852;;211; Goldbrunnenplatz;Zürich;; 8003; Schweiz; 8003;5G
2118;Mittel;POINT (2559745 1204762);46.99269115956189;6.909422998792256;;98; Chemin de Maujobia;Neuchâtel Vauseyon;; 2006; Schweiz; 2006;5G
2119;Mittel;POINT (2604543 1254573);47.441934007495554;7.498851697242498;;;Dorfstrasse;Dittingen;; 4243; Schweiz; 4243;5G
2120;Mittel;POINT (2685946 1283253);47.69425320099167;8.58350561479695;;;Bürogebäude Syntegon Packaging;Beringen;; 8222; Schweiz; 8222;5G
2121;Mittel;POINT (2521879 1147605);46.475199245931755;6.42142125603934;;10; Route de l'Industrie;Etoy;; 1163; Schweiz; 1163;5G
2122;Mittel;POINT (2499436 1118335);46.20893596123917;6.135575641533577;Haute école du paysage d'ingénierie et d'architecture de Genève; 4; Rue de la Prairie;Genève;; 1202; Schweiz; 1202;5G
2124;Mittel;POINT (2689951 1252549);47.417604786192626;8.630635086321156;Walter Buchmann AG - Produktion; 16; Ruchstuckstrasse;Brüttisellen;; 8306; Schweiz; 8306;5G
2125;Mittel;POINT (2499760 1118045);46.20637599224439;6.139835433917689;Moto-Cycles Secours; 4bis; Boulevard James-Fazy;Genève;; 1201; Schweiz; 1201;5G
2126;Mittel;POINT (2563882 1129667);46.317427611068496;6.969724597536117;;1; Place du Marché;Aigle Distribution;; 1860; Schweiz; 1860;5G
2127;Sehr Klein;POINT (2619750 1227510);47.198240708345025;7.699266783867276;;4; Geisshubelweg;Hbuchsee Zust;; 3360; Schweiz; 3360;5G
2128;Mittel;POINT (2665804 1207913);47.01900111894699;8.304152961113683;;;Dattenmattring;Horw;; 6048; Schweiz; 6048;5G
2129;Klein;POINT (2634384 1171708);46.695703534862346;7.888173454440577;;;Katzenpfad;Goldswil;; 3805; Schweiz; 3805;5G
2130;Mittel;POINT (2539730 1174090);46.71528178035048;6.650371282014783;;;Réservoir d'Essertines;Epautheyres;; 1417; Schweiz; 1417;5G
2131;Sehr Klein;POINT (2618983 1169722);46.6784533581569;7.686740738563122;;35; Krattigstrasse;Spiez Zustellung;; 3700; Schweiz; 3700;5G
2132;Mittel;POINT (2499626 1118069);46.20657186072474;6.138094350803477;;67; Rue de Saint-Jean;Genève;; 1201; Schweiz; 1201;5G
2133;Mittel;POINT (2727355 1249671);47.385552175583086;9.125354072167006;;;Bergstrasse;Nassen;; 9123; Schweiz; 9123;5G
2134;Mittel;POINT (2619388 1125793);46.28327636281706;7.690198600355892;;;Bielen;Unterems;; 3948; Schweiz; 3948;5G
2135;Gross;POINT (2687843 1195356);46.903508770602755;8.591569452403915;;A2; Bolzbach;Seedorf UR;; 6462; Schweiz; 6462;5G
2136;Klein;POINT (2596011 1241502);47.324373038749016;7.385858848794567;;;Transjurane;Vellerat;; 2830; Schweiz; 2830;5G
2137;Mittel;POINT (2535502 1153518);46.52983999191477;6.597965907925756;;;Centre de Perrelet;Renens VD Village;; 1020; Schweiz; 1020;5G
2138;Mittel;POINT (2547154 1211765);47.054795623771675;6.7430864115348585;;7; Avenue de l'Hôtel-de-Ville;Le Locle Dist;; 2400; Schweiz; 2400;5G
2139;Gross;POINT (2715758 1177480);46.73846210125203;8.953343438448345;;;Via Campieschas;Rabius;; 7172; Schweiz; 7172;5G
2140;Mittel;POINT (2498300 1118831);46.21322622854364;6.120750432680817;;6; Cité Vieusseux;Genève;; 1203; Schweiz; 1203;5G
2141;Gross;POINT (2723492 1256724);47.44970958323073;9.076155934389368;;;Stationsstrasse;Schwarzenbach SG;; 9536; Schweiz; 9536;5G
2142;Mittel;POINT (2683372 1252285);47.41609655316832;8.543414373120207;Allreal; 15; Eggbühlstrasse;Zürich Postauto;; 8050; Schweiz; 8050;5G
2143;Gross;POINT (2647466 1135036);46.36502608015612;8.055435388302277;;;Greicherstrasse;Filet;; 3983; Schweiz; 3983;5G
2144;Mittel;POINT (2710641 1269511);47.566980702394275;8.908968347843976;;;Oststrasse;; Bezirk Frauenfeld; Thurgau; Schweiz;;5G
2145;Mittel;POINT (2657855 1257136);47.462460969657215;8.205934717663531;;9; Obere Holzgasse;Hausen AG;; 5212; Schweiz; 5212;5G
2146;Mittel;POINT (2647599 1249429);47.393967245829906;8.069098625273874;;;Nordring;Buchs AG Zust;; 5033; Schweiz; 5033;5G
2147;Mittel;POINT (2562592 1173843);46.71473791125578;6.949391121263028;;;La Tza;Lussy FR;; 1690; Schweiz; 1690;5G
2148;Gross;POINT (2697882 1227675);47.19277630762614;8.730290794596884;;107; Eulenweg;Wilen b. Wollerau;; 8832; Schweiz; 8832;5G
2149;Mittel;POINT (2597614 1200010);46.95116817329218;7.40728958546277;;A1; Neufeld;Bern;; 3027; Schweiz; 3027;5G
2150;Mittel;POINT (2499690 1114744);46.17667517621478;6.139637730856395;;;Université Battelle;Carouge GE Dist;; 1227; Schweiz; 1227;5G
2151;Mittel;POINT (2499525 1121018);46.23308115212576;6.136150725782476;;;Chemin Borgne;Chambésy;; 1292; Schweiz; 1292;5G
2152;Mittel;POINT (2691556 1235969);47.26827520170771;8.648513281310645;;178; Dorfstrasse;Meilen;; 8706; Schweiz; 8706;5G
2153;Mittel;POINT (2532261 1151319);46.50973911375256;6.55604883175564;Auberge le Saint-Sulpice; 59; Rue du Centre;St-Sulpice VD;; 1025; Schweiz; 1025;5G
2154;Klein;POINT (2696760 1261915);47.50086590781782;8.722882239200699;;2; Wartstrasse;Winterthur;; 8408; Schweiz; 8408;5G
2155;Mittel;POINT (2538599 1165623);46.63901750270889;6.636714023920339;;4a; Rue de Praz-Palud;Villars-le-Terroir;; 1040; Schweiz; 1040;5G
2156;Mittel;POINT (2692000 1187756);46.834590222283666;8.644588604794627;;;Lindenried;Erstfeld;; 6472; Schweiz; 6472;5G
2157;Sehr Klein;POINT (2628523 1247617);47.37877104235601;7.8163167066235575;;A2; Eptingen;Eptingen;; 4458; Schweiz; 4458;5G
2158;Mittel;POINT (2689627 1250527);47.39946486573039;8.62593675176793;;230; Ueberlandstrasse;Dübendorf Wilstr;; 8600; Schweiz; 8600;5G
2159;Mittel;POINT (2544796 1150036);46.49935149875368;6.719514350416425;;A9; Grandvaux;Aran;; 1091; Schweiz; 1091;5G
2160;Mittel;POINT (2558402 1145743);46.46172002076747;6.8971359875496185;;10; Chemin de l'Ancien Stand;Brent;; 1817; Schweiz; 1817;5G
2161;Mittel;POINT (2669057 1213703);47.07074810972067;8.347818173850925;;75; Ebikonerstrasse;Adligenswil Zust P;; 6043; Schweiz; 6043;5G
2162;Mittel;POINT (2681561 1248970);47.38651049307486;8.518814641776558;;;Hardbrücke;Zürich;; 8005; Schweiz; 8005;5G
2163;Mittel;POINT (2687568 1250976);47.40377979812209;8.598752604561192;;31; Otto-Jaag-Strasse;Dübendorf Wilstr;; 8600; Schweiz; 8600;5G
2164;Mittel;POINT (2533595 1156366);46.555271004373886;6.572701431509986;;;Rue du Timonet;Crissier 1 Dist;; 1023; Schweiz; 1023;5G
2165;Mittel;POINT (2672841 1221162);47.13743095379792;8.398833996283114;;1; Körbligen;Gisikon;; 6038; Schweiz; 6038;5G
2166;Klein;POINT (2600665 1197793);46.93123013349627;7.447365063348512;;17; Aarbühlstrasse;Wabern;; 3084; Schweiz; 3084;5G
2167;Mittel;POINT (2686535 1220290);47.1279395502706;8.57916060323309;;98; Höfnerstrasse;Neuägeri;; 6314; Schweiz; 6314;5G
2168;Mittel;POINT (2652433 1116498);46.19790223807975;8.117891388895776;;9S; Zwischbergen;Simplon Dorf;; 3907; Schweiz; 3907;5G
2169;Mittel;POINT (2500197 1116704);46.19437956350372;6.145783331107757;;27; Rue Prévost-Martin;Genève;; 1205; Schweiz; 1205;5G
2170;Mittel;POINT (2596394 1199431);46.94595432591082;7.3912681831671865;;4; Mühledorfstrasse;Bern Freiburgstr;; 3018; Schweiz; 3018;5G
2171;Gross;POINT (2534859 1158447);46.574114224511895;6.588888576776305;;2; Chemin du Timonet d'En Haut;Cheseaux Dist;; 1033; Schweiz; 1033;5G
2172;Mittel;POINT (2649501 1214720);47.081644517822276;8.090473891480608;;;Buholzstrasse;Geiss;; 6123; Schweiz; 6123;5G
2173;Mittel;POINT (2589260 1219344);47.12499407472624;7.297088813700758;;65; Schwadernaustrasse;Aegerten;; 2558; Schweiz; 2558;5G
2174;Mittel;POINT (2564268 1129733);46.31804201052817;6.974730825155013;;37; Avenue des Glariers;Aigle Distribution;; 1860; Schweiz; 1860;5G
2175;Mittel;POINT (2663505 1255124);47.443845028927065;8.280577038872488;;;Fislisbacherstrasse;Birmenstorf AG;; 5413; Schweiz; 5413;5G
2176;Mittel;POINT (2657825 1188067);46.841234099304955;8.196691347898003;;;Brünigstrasse;Giswil;; 6074; Schweiz; 6074;5G
2177;Mittel;POINT (2598480 1198904);46.94122214890799;7.41866935887608;;60; Könizstrasse;Bern;; 3008; Schweiz; 3008;5G
2178;Klein;POINT (2690633 1284224);47.70235280313758;8.646130533160477;;;In Gruben;Schaffhausen;; 8201; Schweiz; 8201;5G
2179;Gross;POINT (2700521 1229131);47.20547470043422;8.765433671806186;;;Bodmerweg;Pfäffikon Poststr;; 8808; Schweiz; 8808;5G
2180;Gross;POINT (2648773 1247193);47.373770991373334;8.08440460664608;Pfister-Center; 49; Bernstrasse Ost;Suhr;; 5034; Schweiz; 5034;5G
2181;Mittel;POINT (2614017 1265797);47.54274880722169;7.624802935058253;;6; Freulerstrasse;Birsfelden;; 4127; Schweiz; 4127;5G
2182;Mittel;POINT (2591861 1245911);47.36399040310632;7.330881416259971;;;Chemin du Manège;Delémont Dist coli;; 2800; Schweiz; 2800;5G
2183;Mittel;POINT (2497303 1120781);46.230613533947455;6.107403782180911;;;Terminal 1;Genève;; 1215; Schweiz; 1215;5G
2184;Mittel;POINT (2666936 1211966);47.05534241849695;8.319639296977206;Mandarin Oriental Palace; 10; Haldenstrasse;Luzern;; 6006; Schweiz; 6006;5G
2185;Mittel;POINT (2612809 1266440);47.54855633155005;7.608776126792688;;135; Hardstrasse;Basel;; 4052; Schweiz; 4052;5G
2186;Mittel;POINT (2687842 1291044);47.764059186645916;8.610308179636244;;H4; Merishausen;Merishausen;; 8232; Schweiz; 8232;5G
2187;Klein;POINT (2665136 1253052);47.42505103194523;8.301897089507898;;3c; Parkweg;Niederrohrdorf;; 5443; Schweiz; 5443;5G
2188;Mittel;POINT (2562837 1205552);46.999978006176455;6.950005741112553;;;UNINE Uni-Mail faculté des sciences;Neuchâtel 2;; 2002; Schweiz; 2002;5G
2189;Mittel;POINT (2608524 1126342);46.28843951759364;7.54925111988645;;7; Rue des Sablons;Corin-de-la-Crête;; 3960; Schweiz; 3960;5G
2190;Mittel;POINT (2495625 1145941);46.45665115096097;6.080001346773324;;;Route de France;La Cure;; 1265; Schweiz; 1265;5G
2191;Mittel;POINT (2532970 1170916);46.686085530421245;6.562429328852377;;;Voirie;Bavois;; 1372; Schweiz; 1372;5G
2192;Mittel;POINT (2536449 1177803);46.748374851897125;6.606946849284193;;A1; Ependes (VD);Ependes VD;; 1434; Schweiz; 1434;5G
2193;Sehr Klein;POINT (2613640 1265740);47.542244065894046;7.619793700541588;;;St. Jakob;Birsfelden;; 4127; Schweiz; 4127;5G
2194;Gross;POINT (2616595 1222748);47.155494349533996;7.6574561664448195;;;Mööslistrasse;Seeberg;; 3365; Schweiz; 3365;5G
2195;Gross;POINT (2599651 1194377);46.900502575029506;7.434053124591666;Telecommunication Tower Ulmiz; 81; Ulmizbergstrasse;Gasel;; 3144; Schweiz; 3144;5G
2196;Mittel;POINT (2536338 1152828);46.52371358178678;6.608956880740841;;14; Avenue de Provence;Lausanne;; 1004; Schweiz; 1004;5G
2197;Mittel;POINT (2543727 1171375);46.6912100652813;6.702978061606444;;12; Place de la Gare;Bercher;; 1038; Schweiz; 1038;5G
2198;Mittel;POINT (2656144 1210145);47.03996490982425;8.177379117213299;;6; Neumühlestrasse;Malters Luzernstr;; 6102; Schweiz; 6102;5G
2199;Gross;POINT (2690948 1190391);46.85843476560175;8.631325874637337;;;Attinghausen;Attinghausen;; 6468; Schweiz; 6468;5G
2200;Mittel;POINT (2705200 1267978);47.55409005955867;8.8363138623863;;;Rastplatz Kefikon Nord;Kefikon TG;; 8546; Schweiz; 8546;5G
2201;Mittel;POINT (2620111 1186689);46.831044955744375;7.7022262070377305;;;Staatsstrasse;Heimenschwand;; 3615; Schweiz; 3615;5G
2202;Gross;POINT (2693930 1191126);46.864631109864796;8.670576820333537;;1; Haldistrasse;Haldi b.Schattdorf;; 6469; Schweiz; 6469;5G
2203;Mittel;POINT (2497689 1119483);46.2189977929302;6.112691213072522;Balexert; 27; Avenue Louis-Casaï;Genève;; 1209; Schweiz; 1209;5G
2204;Mittel;POINT (2698825 1232679);47.23763905110481;8.743830791971902;;9; Industriestrasse;Stäfa Bahnhofstr;; 8712; Schweiz; 8712;5G
2205;Gross;POINT (2718216 1090201);45.95305643431697;8.963305739184491;;;Autostrada nazionale di Sotto Ceneri;Bissone;; 6816; Schweiz; 6816;5G
2206;Mittel;POINT (2682509 1248586);47.38293899700406;8.531297480924449;;84; Josefstrasse;Zürich;; 8005; Schweiz; 8005;5G
2207;Gross;POINT (2605976 1125517);46.28104537148749;7.5161779131332915;;10; Route d'Escala;Corin-de-la-Crête;; 3960; Schweiz; 3960;5G
2208;Mittel;POINT (2497651 1116010);46.1877547609449;6.112960379049332;;59; Route de Chancy;Petit-Lancy 2;; 1213; Schweiz; 1213;5G
2209;Mittel;POINT (2685097 1238730);47.293970596281426;8.56369466298094;;127; Alte Landstrasse;Thalwil Zustellung;; 8800; Schweiz; 8800;5G
2210;Mittel;POINT (2830590 1167595);46.61977822568071;10.449862964280332;;;Plazzöl;Müstair;; 7537; Schweiz; 7537;5G
2211;Gross;POINT (2705307 1262870);47.508139939782986;8.836526111515168;;;Zünikerstrasse;Dickbuch;; 8354; Schweiz; 8354;5G
2212;Mittel;POINT (2739129 1249937);47.38556206473128;9.2813202549722;;4; Kasernenstrasse;Herisau;; 9102; Schweiz; 9102;5G
2213;Mittel;POINT (2546152 1167459);46.65618562596861;6.7351383890455265;;;Route de Peyres-Possens;Sottens;; 1062; Schweiz; 1062;5G
2214;Mittel;POINT (2553918 1217080);47.10310826955749;6.831565951035723;;6; Place des Victoires;La Cibourg;; 2300; Schweiz; 2300;5G
2215;Mittel;POINT (2666283 1269583);47.573605260933164;8.319556436831448;;3; im Feld;Rekingen AG;; 5332; Schweiz; 5332;5G
2216;Mittel;POINT (2559669 1155066);46.54566179641425;6.9128133448445235;;140b; Route de Prayoud;Châtel-St-Denis;; 1618; Schweiz; 1618;5G
2217;Mittel;POINT (2498913 1119605);46.220280331136;6.128524896308417;;33; Rue de Moillebeau;Genève;; 1209; Schweiz; 1209;5G
2218;Mittel;POINT (2616416 1225654);47.18163748664535;7.655201204965058;;1; Luzernstrasse;Hüniken;; 4554; Schweiz; 4554;5G
2219;Mittel;POINT (2566934 1118370);46.21596332936137;7.010151157720046;;4; Route des Bains;Morcles;; 1892; Schweiz; 1892;5G
2220;Gross;POINT (2496467 1118011);46.20557105766455;6.097183728550534;;77; Avenue du Lignon;Aïre;; 1219; Schweiz; 1219;5G
2221;Mittel;POINT (2736093 1253035);47.41405301437332;9.242067379833907;;3; Isenringstrasse;Gossau SG Mettend.;; 9200; Schweiz; 9200;5G
2222;Mittel;POINT (2703020 1112515);46.156239143394814;8.772251549524473;Hotel Polo; 7; Via Buonamano;Ascona;; 6612; Schweiz; 6612;5G
2223;Gross;POINT (2759018 1211229);47.03301986258219;9.5309514116579;Schiessanlage Steigwisen; 414; Kaserne Sankt Luzisteig;Fläsch;; 7306; Schweiz; 7306;5G
