id;power;cordinates;antenna_Location_WGS84_E;antenna_Location_WGS84_N;building;streetNumber;street;town;district;state;country;postal;type
4080;Mittel;POINT (2673714 1252430);47.41855265292119;8.415471021008829;;2; Steinhaldenstrasse;Geroldswil;; 8954; Schweiz; 8954;5G
4081;Gross;POINT (2609883 1188182);46.844704521645994;7.568201909255004;Landi Kornturm; 20; Seilereistrasse;Wichtrach;; 3114; Schweiz; 3114;5G
4082;Klein;POINT (2629968 1244717);47.352623914963225;7.835256796138511;;A2; Hägendorf;Hägendorf Zust;; 4614; Schweiz; 4614;5G
4083;Mittel;POINT (2692963 1249736);47.39188888596608;8.66995804734895;;22a; Zürcherstrasse;Volketswil Zentrum;; 8604; Schweiz; 8604;5G
4084;Mittel;POINT (2689255 1229902);47.21402624149666;8.616907067672988;;1; Aegerten;Hirzel;; 8816; Schweiz; 8816;5G
4085;Mittel;POINT (2594660 1220780);47.13797689975432;7.368237152712074;;11; Güterweg;Büren a.A. Zust;; 3294; Schweiz; 3294;5G
4086;Mittel;POINT (2789342 1151190);46.48524647724781;9.904874533042332;;;Via da Surovas;Pontresina;; 7504; Schweiz; 7504;5G
4087;Mittel;POINT (2571416 1104969);46.095621083153425;7.069052105792297;;32; Rue du Forum;Martigny rue Avou.;; 1920; Schweiz; 1920;5G
4088;Mittel;POINT (2632327 1217992);47.11213509642321;7.864560731695235;;5; Industriestrasse;Huttwil;; 4950; Schweiz; 4950;5G
4089;Mittel;POINT (2602835 1215021);47.08619176032161;7.475964879025494;;16; Brunnenthalstrasse;Etzelkofen;; 3306; Schweiz; 3306;5G
4090;Mittel;POINT (2562290 1131228);46.33138179059452;6.948929405548291;;;Les Jaccolats;Yvorne;; 1853; Schweiz; 1853;5G
4091;Mittel;POINT (2493141 1114705);46.175315773198086;6.054854514565332;;330; Route de Chancy;Bernex;; 1233; Schweiz; 1233;5G
4092;Mittel;POINT (2720277 1081437);45.87387295781151;8.987648306788584;;;Via Carlo Pasta;Salorino;; 6872; Schweiz; 6872;5G
4093;Mittel;POINT (2556262 1114070);46.176672810391835;6.872262824740819;;9; Route du Centre Sportif;Monthey Ave gare;; 1870; Schweiz; 1870;5G
4094;Mittel;POINT (2533048 1157382);46.564355318787165;6.565421287107702;;A9; Villars-Sainte-Croix;Villars-Ste-Croix;; 1029; Schweiz; 1029;5G
4095;Mittel;POINT (2606358 1126425);46.28920991950148;7.521146312934373;;4; Route de la Bonne-Eau;Corin-de-la-Crête;; 3960; Schweiz; 3960;5G
4096;Mittel;POINT (2683191 1246968);47.36830196688724;8.540027346444411;;12; Bahnhofstrasse;Zürich;; 8001; Schweiz; 8001;5G
4097;Mittel;POINT (2657147 1259267);47.48168810411387;8.196818304630066;;6; Hafnerweg;Brugg AG Bahnhof;; 5200; Schweiz; 5200;5G
4098;Mittel;POINT (2682716 1262843);47.51112865423191;8.53668025412498;;60; Feldstrasse;Bülach;; 8180; Schweiz; 8180;5G
4099;Mittel;POINT (2784461 1151113);46.48591661203773;9.841307512918057;Unterwerk St. Moritz-Bad; 28; Via Tegiatscha;St. Moritz Dorf;; 7500; Schweiz; 7500;5G
4100;Mittel;POINT (2602351 1128231);46.30548155696324;7.46915972500326;;34; Rue Centrale;Crans VS;; 3963; Schweiz; 3963;5G
4101;Mittel;POINT (2689279 1249396);47.389340848398554;8.621101639107271;;26; Buenstrasse;Dübendorf Wilstr;; 8600; Schweiz; 8600;5G
4102;Mittel;POINT (2744997 1253474);47.416099166500466;9.360155763509061;;;Güterbahnhofstrasse;St. Gallen Lachen;; 9013; Schweiz; 9013;5G
4103;Sehr Klein;POINT (2500108 1118288);46.20861343098623;6.1442916390764815;;;Salt;Genève;; 1201; Schweiz; 1201;5G
4104;Gross;POINT (2688209 1244275);47.3434304110953;8.605922965739996;;8; Am Brunnenbächli;Zollikerberg;; 8125; Schweiz; 8125;5G
4105;Mittel;POINT (2576783 1216663);47.10055732065726;7.1327961832384705;;9; Contre-Montet;Prêles;; 2515; Schweiz; 2515;5G
4106;Mittel;POINT (2679493 1226765);47.18705871760716;8.487499126761085;;;Mediterraneo;Steinhausen;; 6312; Schweiz; 6312;5G
4107;Mittel;POINT (2614244 1266852);47.552232320871475;7.627851706415691;;4; Gempenstrasse;Birsfelden;; 4127; Schweiz; 4127;5G
4108;Mittel;POINT (2563404 1205717);47.00149377276452;6.9574472286181965;;;Route des Falaises;Neuchâtel La C.;; 2009; Schweiz; 2009;5G
4109;Gross;POINT (2714609 1231284);47.222543706773905;8.951889995042873;;22; Allmeindstrasse;Schmerikon;; 8716; Schweiz; 8716;5G
4110;Gross;POINT (2556494 1145959);46.46354155313566;6.872278959203912;;;Chemin de l'Auverney;La Tour-de-Peilz;; 1814; Schweiz; 1814;5G
4111;Mittel;POINT (2699017 1260964);47.491977791074994;8.752621637950863;;31; Hulfteggstrasse;Winterthur Pflanz.;; 8411; Schweiz; 8411;5G
4112;Gross;POINT (2572420 1164410);46.630364500213524;7.078493956797589;;;Chemin de la Monse;Morlon;; 1638; Schweiz; 1638;5G
4113;Mittel;POINT (2681936 1259444);47.48065901425051;8.525702022106469;;112; Bülachstrasse;Oberglatt ZH;; 8154; Schweiz; 8154;5G
4114;Gross;POINT (2677206 1255271);47.44370252056586;8.462232386700203;;37; Querstrasse;Watt;; 8105; Schweiz; 8105;5G
4115;Gross;POINT (2570824 1106588);46.11015924217832;7.061296569061631;;1; Chemin du Gilloud;Martigny rue Avou.;; 1920; Schweiz; 1920;5G
4116;Mittel;POINT (2656229 1257018);47.461540658631385;8.18435607832937;;;Unterdorf;Habsburg;; 5245; Schweiz; 5245;5G
4117;Gross;POINT (2736182 1261755);47.49244167277806;9.245908002751474;K-Profile AG; 3; Obere Bisrütistrasse;Bischofszell;; 9220; Schweiz; 9220;5G
4118;Mittel;POINT (2709897 1091876);45.96952452458268;8.856428301256495;;;Via Regina;Ponte Tresa;; 6988; Schweiz; 6988;5G
4119;Mittel;POINT (2684593 1253964);47.43104039521404;8.559909961897057;;5; Europastrasse;Glattbrugg;; 8152; Schweiz; 8152;5G
4120;Gross;POINT (2684603 1252446);47.417387436370795;8.559755035723814;Schweizer Radio und Fernsehen; 2; Fernsehstrasse;Zürich;; 8052; Schweiz; 8052;5G
4121;Mittel;POINT (2645648 1266353);47.546314881367124;8.04498859409519;;3; Ringstrasse;Kaisten;; 5082; Schweiz; 5082;5G
4122;Mittel;POINT (2598460 1200232);46.9531676960744;7.418401972713666;;94f; Murtenstrasse;Bern;; 3008; Schweiz; 3008;5G
4123;Mittel;POINT (2630055 1118400);46.21638120812708;7.82812306216306;;;Kalpetran;Grächen;; 3925; Schweiz; 3925;5G
4124;Mittel;POINT (2528918 1152553);46.52049167509979;6.51230570892606;;A1; Lonay;Lonay;; 1027; Schweiz; 1027;5G
4125;Gross;POINT (2731079 1205323);46.98602138818354;9.161761213612998;;52a; Schlattstrasse;Engi;; 8765; Schweiz; 8765;5G
4126;Mittel;POINT (2569350 1188091);46.84324849605798;7.036817531177338;;5; Route d'Oleyres;Russy;; 1773; Schweiz; 1773;5G
4127;Gross;POINT (2595129 1197012);46.924186735605915;7.374678886607039;;556e; Freiburgstrasse;Niederwangen BE;; 3172; Schweiz; 3172;5G
4128;Mittel;POINT (2497364 1116566);46.19271184624627;6.109121490770838;;41; Avenue des Morgines;Petit-Lancy 2;; 1213; Schweiz; 1213;5G
4129;Gross;POINT (2598290 1227057);47.19445681359447;7.416063022207783;;;Lebernstrasse;Grenchen Schmelzi;; 2540; Schweiz; 2540;5G
4130;Mittel;POINT (2691264 1258082);47.46718231090844;8.649163029064002;;52; Brüttenerstrasse;Nürensdorf;; 8309; Schweiz; 8309;5G
4131;Mittel;POINT (2499675 1119594);46.220295583864626;6.13840121818337;;;Association européenne de libre-échange;Genève;; 1202; Schweiz; 1202;5G
4132;Mittel;POINT (2625546 1166908);46.65292180957348;7.772360666592274;;227; Oberer Baumgartenweg;Leissigen;; 3706; Schweiz; 3706;5G
4133;Mittel;POINT (2684021 1248147);47.378799832555956;8.551235917456747;Universitätsspital Zürich; 100; Rämistrasse;Zürich;; 8091; Schweiz; 8091;5G
4134;Mittel;POINT (2566698 1120284);46.2331689694113;7.006956085324175;;;Route de Chiètres;Les Posses-sur-Bex;; 1880; Schweiz; 1880;5G
4135;Mittel;POINT (2609369 1269283);47.57418314396582;7.563138850457333;;;Grand Casino Basel;Basel;; 4012; Schweiz; 4012;5G
4136;Mittel;POINT (2687889 1234281);47.25359242412371;8.599732110720998;;;Steinbruchstrasse;Horgen Bahnhofstr;; 8810; Schweiz; 8810;5G
4137;Gross;POINT (2587665 1150422);46.504992185313476;7.2779412922699045;;;Bodmeweg;Schönried;; 3778; Schweiz; 3778;5G
4138;Mittel;POINT (2717429 1096920);46.01362269413859;8.95483286684065;;7a; Via Trevano;Lugano 4;; 6900; Schweiz; 6900;5G
4140;Gross;POINT (2608109 1199188);46.94373002840066;7.545138797323799;;79p; Neuhaus;Worb;; 3076; Schweiz; 3076;5G
4141;Gross;POINT (2678603 1249872);47.39498212058601;8.47980221091913;Swiss Life Arena; 130; Vulkanstrasse;Zürich;; 8048; Schweiz; 8048;5G
4142;Mittel;POINT (2540358 1151187);46.50932355791349;6.661556711696939;;2; Avenue du Prieuré;Pully;; 1009; Schweiz; 1009;5G
4143;Mittel;POINT (2663981 1250171);47.399253629274924;8.28617833495591;;;Weidhof Tägerig;Tägerig;; 5522; Schweiz; 5522;5G
4144;Mittel;POINT (2707094 1234635);47.253940652938496;8.853484304869207;;43; Werkstrasse;Rüti ZH;; 8630; Schweiz; 8630;5G
4145;Gross;POINT (2655050 1257808);47.46874528340307;8.168818044269699;;;Villnachern;Villnachern;; 5213; Schweiz; 5213;5G
4146;Mittel;POINT (2546545 1148990);46.49008467668469;6.742417993030691;;;Hôtel Lavaux;Epesses;; 1098; Schweiz; 1098;5G
4147;Mittel;POINT (2565845 1121470);46.243794698686166;6.995811985013705;;;Bex;Les Posses-sur-Bex;; 1880; Schweiz; 1880;5G
4148;Gross;POINT (2688975 1280501);47.66910204973628;8.623295405516085;;"A4;E41"; Mühlebachhof;Uhwiesen;; 8248; Schweiz; 8248;5G
4149;Mittel;POINT (2537497 1152115);46.51740951623242;6.624157238194019;;24; Chemin des Epinettes;Lausanne;; 1007; Schweiz; 1007;5G
4150;Mittel;POINT (2610793 1208036);47.02328077670256;7.580600282379228;;134a; Oberburgstrasse;Krauchthal;; 3326; Schweiz; 3326;5G
4151;Mittel;POINT (2740508 1250816);47.393172989215174;9.299853757800717;;43; Walke;Herisau 1;; 9100; Schweiz; 9100;5G
4152;Mittel;POINT (2676175 1209704);47.034000127958365;8.440850005392846;;73; Rigistrasse;Weggis;; 6353; Schweiz; 6353;5G
4153;Mittel;POINT (2747366 1188074);46.82749216922004;9.370201818538328;;19; Trin;Trin;; 7014; Schweiz; 7014;5G
4154;Mittel;POINT (2607622 1266771);47.55161342760247;7.539877863639888;Auto Gambino; 8; Binningerstrasse;Allschwil 1;; 4123; Schweiz; 4123;5G
4155;Mittel;POINT (2661124 1194671);46.90034115750404;8.240821389571652;;;Unterrüti-Sarnen;Sarnen 2 Zust;; 6060; Schweiz; 6060;5G
4156;Klein;POINT (2669659 1268860);47.566753819252654;8.364307807618214;Kühlhaus Rümikon; 89; Unterflüh;Rümikon AG;; 5464; Schweiz; 5464;5G
4157;Mittel;POINT (2681810 1227742);47.19556311950412;8.518244330999106;Hochhaus Landhausstrasse; 21; Landhausstrasse;Sihlbrugg;; 6340; Schweiz; 6340;5G
4158;Mittel;POINT (2722938 1252266);47.40972633467076;9.067584629886433;;6; Poststrasse;Bazenheid Zust;; 9602; Schweiz; 9602;5G
4159;Mittel;POINT (2700284 1115074);46.17966848978133;8.737388563463373;;21; Via Zandone;Losone Caserma;; 6616; Schweiz; 6616;5G
4160;Klein;POINT (2602262 1199220);46.94406292529988;7.468342565467403;;64; Egelgasse;Bern;; 3006; Schweiz; 3006;5G
4161;Mittel;POINT (2576961 1185130);46.81692162676341;7.136745351563553;;;Sentier de la Colline;Givisiez Dist;; 1762; Schweiz; 1762;5G
4162;Mittel;POINT (2622929 1197358);46.92692398161333;7.7396962174370945;Röthlisberger AG; 7; Gewerbestrasse;Schüpbach;; 3535; Schweiz; 3535;5G
4163;Mittel;POINT (2646342 1256944);47.46164548206675;8.053228757095951;;;Urgizweg;Densbüren;; 5026; Schweiz; 5026;5G
4164;Mittel;POINT (2718850 1099770);46.03900638810164;8.973895575895366;;;Strada della Stampa;Davesco-Soragno;; 6964; Schweiz; 6964;5G
4165;Klein;POINT (2676835 1232330);47.23742403305549;8.453381497703198;;;Eichhof;Knonau;; 8934; Schweiz; 8934;5G
4166;Mittel;POINT (2573923 1182070);46.78928355036589;7.097112815861114;;;Matran;Matran;; 1753; Schweiz; 1753;5G
4167;Mittel;POINT (2717070 1097102);46.0153218857198;8.950244054717196;;51; Via Tesserete;Lugano 4;; 6900; Schweiz; 6900;5G
4170;Mittel;POINT (2775007 1148893);46.46849253108476;9.717397047996268;;3; Surses;;; Graubünden/Grischun/Grigioni; Schweiz;;5G
4172;Klein;POINT (2566920 1117670);46.20966581969564;7.010019441073836;;;Galerie de St-Maurice;Mex VS;; 1890; Schweiz; 1890;5G
4173;Mittel;POINT (2497847 1118200);46.20748211457474;6.115019407356468;;3; Chemin des Ouches;Genève;; 1203; Schweiz; 1203;5G
4174;Mittel;POINT (2646431 1252844);47.424764678676866;8.053982950854888;;;Alte Staffeleggstrasse;Küttigen;; 5024; Schweiz; 5024;5G
4175;Sehr Klein;POINT (2587230 1222979);47.15765387524829;7.270232411548953;;;Transjurane;Biel/Bienne;; 2504; Schweiz; 2504;5G
4176;Mittel;POINT (2686013 1252135);47.41440786142812;8.578377418705815;;26; Hertistrasse;Zürich;; 8051; Schweiz; 8051;5G
4177;Mittel;POINT (2505830 1118010);46.2069390001806;6.218478444364433;;51; Route de Mon-Idée;Thônex;; 1226; Schweiz; 1226;5G
4178;Mittel;POINT (2732296 1197575);46.91610234643316;9.175499762034141;;1; Moosen;Elm;; 8767; Schweiz; 8767;5G
4179;Gross;POINT (2600319 1201871);46.96791267095469;7.44282385906525;;;Felsenauviadukt;Bern;; 3004; Schweiz; 3004;5G
4180;Sehr Klein;POINT (2539660 1179240);46.76159962672262;6.648776465260367;;;Tunnel de Pomy;Pomy;; 1405; Schweiz; 1405;5G
4181;Mittel;POINT (2619727 1225920);47.18393987432597;7.698893858522028;;5; Ernst Fischer-Weg;Oberönz;; 3363; Schweiz; 3363;5G
4182;Mittel;POINT (2637024 1261982);47.50754596746212;7.930071481290194;;;Maienrain;Hellikon;; 4316; Schweiz; 4316;5G
4183;Gross;POINT (2617853 1193368);46.89118852144039;7.672891647089904;;25; Schlattweg;Mirchel;; 3532; Schweiz; 3532;5G
4184;Mittel;POINT (2777181 1166258);46.624062008352745;9.75235567765466;;;Veja Alvra;Stugl/Stuls;; 7482; Schweiz; 7482;5G
4185;Mittel;POINT (2553908 1157367);46.56598700792643;6.837475145751347;;;La Maladaire;Vuibroye;; 1610; Schweiz; 1610;5G
4186;Gross;POINT (2567044 1258140);47.47320081584471;7.001455016311055;;;Tunnel du Neu-Bois;Bure;; 2915; Schweiz; 2915;5G
